"populacao";"area";"an";"pn";"ymstr";"s2ystr";"gle";"systr";"errounid";"erroperc";"ytstr";"errototal";"ymha";"erroha"
"Fazenda CH";140,22;35;3505,5;8,89653217074584;0,068802070455235;31,6392135658575;0,262301487710678;0,53452969361825;6,00829270730819;31186,7935245496;1873,79384097877;222,413304268646;13,3632423404562
