"codfazenda";"codplantio";"areaplantio";"matgen";"espacamento";"parcela";"areaparc";"x";"y";"srid";"idade";"fila";"cova";"fuste";"cat";"dap";"ht"
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;5;1;1;"Normal";14,39;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;5;2;1;"Normal";14,99;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;5;3;1;"Normal";15,92;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;5;4;1;"Normal";15,79;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;5;5;1;"Normal";19,1;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;5;6;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;5;7;1;"Normal";19,96;30,6
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;5;8;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;5;9;1;"Normal";16,52;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;6;1;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;6;2;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;6;3;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;6;4;1;"Normal";18,59;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;6;5;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;6;6;1;"Normal";18,72;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;6;7;1;"Normal";18,65;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;7;1;1;"Normal";17,28;NA
759564;1792;27,08;53;"3,60X2,50";17;400;-43,2708234641293;-17,6369341010933;4326;8,22;7;2;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;1;1;1;"Normal";13,15;26
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;1;2;1;"Normal";18,53;30,4
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;2;1;1;"Normal";16,42;29
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;2;2;1;"Normal";17,6;30,1
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;2;3;1;"Normal";17,09;29,8
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;2;4;1;"Dano por vento";19,26;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;2;5;1;"Dano por vento";17,6;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;2;6;1;"Normal";18,84;30,7
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;2;7;1;"Normal";16,17;29,6
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;3;1;1;"Normal";17,19;30
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;3;2;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;3;3;1;"Normal";19,42;31,1
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;3;4;1;"Normal";14,16;28
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;3;5;1;"Normal";15,28;28,9
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;3;6;1;"Normal";14,8;28,4
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;3;7;1;"Normal";17,35;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;3;8;1;"Normal";17,51;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;4;1;1;"Normal";16,33;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;4;2;1;"Normal";13,59;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;4;3;1;"Normal";15,25;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;4;4;1;"Normal";17,22;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;4;5;1;"Normal";15,34;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;4;6;1;"Normal";11,4;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;4;7;1;"Normal";14,04;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;4;8;1;"Normal";16,77;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;4;9;1;"Normal";12,96;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;4;10;1;"Normal";16,55;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;5;1;1;"Normal";17,25;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;5;2;1;"Normal";18,59;30,3
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;5;3;1;"Normal";17,19;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;5;4;1;"Normal";16,62;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;5;5;1;"Normal";19,03;30,5
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;5;6;1;"Normal";16,55;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;5;7;1;"Normal";16,07;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;5;8;1;"Normal";16,07;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;6;1;1;"Normal";16,74;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;6;2;1;"Normal";16,81;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;6;3;1;"Normal";14,9;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;6;4;1;"Normal";17,13;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;6;5;1;"Normal";15,5;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;6;6;1;"Normal";16,01;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;6;7;1;"Normal";15,63;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;7;1;1;"Normal";16,07;NA
759564;1792;27,08;53;"3,60X2,50";18;400;-43,2692312730563;-17,6368930239969;4326;8,22;7;2;1;"Normal";15,5;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;1;1;1;"Normal";10,7;20,5
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;1;2;1;"Normal";17,19;26
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;1;3;1;"Normal";16,9;25,6
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;2;1;1;"Normal";17,38;23,1
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;2;2;1;"Normal";16,62;25
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;2;3;1;"Bifurcada";9,04;12,6
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;2;3;2;"Bifurcada";7,19;11,7
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;2;4;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;2;5;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;2;6;1;"Normal";16,17;26
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;2;7;1;"Normal";13,37;24,9
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;3;1;1;"Normal";14,13;24,8
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;3;2;1;"Normal";15,6;26,5
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;3;3;1;"Normal";18,94;26,7
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;3;4;1;"Normal";17,41;26,3
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;3;5;1;"Normal";19,29;26,5
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;3;6;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;3;7;1;"Normal";17,48;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;3;8;1;"Normal";15,76;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;4;1;1;"Normal";14,26;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;4;2;1;"Normal";17,19;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;4;3;1;"Normal";17,98;25,9
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;4;4;1;"Normal";12,61;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;4;5;1;"Normal";17,73;26,7
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;4;6;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;4;7;1;"Normal";12,7;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;4;8;1;"Normal";14,93;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;4;9;1;"Normal";14,36;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;5;1;1;"Normal";14,01;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;5;2;1;"Normal";16,01;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;5;3;1;"Normal";15,34;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;5;4;1;"Normal";15,34;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;5;5;1;"Normal";13,53;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;5;6;1;"Normal";16,97;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;5;7;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;5;8;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;6;1;1;"Normal";16,97;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;6;2;1;"Normal";13,02;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;6;3;1;"Normal";16,07;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;6;4;1;"Normal";15,88;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;6;5;1;"Normal";12,86;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;6;6;1;"Normal";13,21;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;6;7;1;"Normal";14,87;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;7;1;1;"Normal";11,87;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;7;2;1;"Normal";16,07;NA
759564;1792;27,08;53;"3,60X2,50";19;400;-43,2676199793534;-17,6368788729764;4326;8,22;7;3;1;"Normal";15,5;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;1;1;1;"Normal";17,98;29,8
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;1;2;1;"Normal";12;23,4
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;1;3;1;"Normal";18,37;29,3
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;2;1;1;"Normal";14,64;28,2
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;2;2;1;"Normal";19,58;30,5
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;2;3;1;"Normal";14,93;28,4
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;2;4;1;"Normal";16,62;28,8
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;2;5;1;"Normal";16,55;28,9
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;2;6;1;"Normal";13,5;25,4
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;2;7;1;"Normal";16,87;27,9
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;3;1;1;"Normal";15,6;27,4
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;3;2;1;"Normal";15,09;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;3;3;1;"Normal";16,23;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;3;4;1;"Normal";17,35;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;3;5;1;"Normal";17,98;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;3;6;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;3;7;1;"Normal";17,35;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;3;8;1;"Normal";18,21;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;4;1;1;"Normal";17,51;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;4;2;1;"Normal";16,71;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;4;3;1;"Normal";16,65;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;4;4;1;"Normal";14,9;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;4;5;1;"Normal";13,31;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;4;6;1;"Normal";14,71;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;4;7;1;"Normal";15,98;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;4;8;1;"Normal";16,87;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;4;9;1;"Normal";16,3;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;5;1;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;5;2;1;"Normal";16,68;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;5;3;1;"Normal";14,64;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;5;4;1;"Normal";16,9;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;5;5;1;"Normal";7,96;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;5;6;1;"Normal";18,62;28,6
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;5;7;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;5;8;1;"Normal";16,65;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;5;9;1;"Dano por vento";17,95;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;6;1;1;"Normal";18,59;28,2
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;6;2;1;"Normal";6,84;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;6;3;1;"Normal";18,37;28,8
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;6;4;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;6;5;1;"Normal";17,51;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;6;6;1;"Normal";17,19;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;7;1;1;"Normal";14,01;NA
759564;1792;27,08;53;"3,60X2,50";20;400;-43,2660180234838;-17,6368738264856;4326;8,22;7;2;1;"Normal";16,36;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;1;1;1;"Normal";16,07;27,5
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;1;2;1;"Normal";17,83;27,6
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;1;3;1;"Normal";14,77;27
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;1;4;1;"Normal";18,62;29,2
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;2;1;1;"Normal";17,13;28,8
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;2;2;1;"Normal";16,14;27,8
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;2;3;1;"Normal";14,26;25,6
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;2;4;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;2;5;1;"Normal";16,9;27,5
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;2;6;1;"Normal";16,93;28
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;2;7;1;"Normal";7,58;17,5
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;3;1;1;"Normal";14,83;26,9
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;3;2;1;"Normal";18,05;28,8
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;3;3;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;3;4;1;"Normal";16,23;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;3;5;1;"Normal";17,41;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;3;6;1;"Normal";16,14;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;3;7;1;"Normal";15,5;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;3;8;1;"Normal";17,09;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;4;1;1;"Normal";17,03;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;4;2;1;"Normal";17,6;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;4;3;1;"Normal";16,87;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;4;4;1;"Normal";17,7;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;4;5;1;"Normal";15,69;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;4;6;1;"Falha";NA;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;4;7;1;"Normal";17,79;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;4;8;1;"Normal";18,02;29
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;5;1;1;"Normal";15,63;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;5;2;1;"Normal";15,82;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;5;3;1;"Normal";15,18;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;5;4;1;"Normal";16,14;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;5;5;1;"Normal";14,74;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;5;6;1;"Normal";17,19;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;5;7;1;"Normal";12,83;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;5;8;1;"Normal";18,02;28,6
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;6;1;1;"Normal";13,75;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;6;2;1;"Normal";15,06;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;6;3;1;"Normal";15,34;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;6;4;1;"Normal";15,28;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;6;5;1;"Normal";13,27;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;6;6;1;"Normal";16,11;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;6;7;1;"Normal";15,15;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;7;1;1;"Normal";16,07;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;7;2;1;"Normal";11,14;NA
759564;1792;27,08;53;"3,60X2,50";21;400;-43,2676429908325;-17,6384151235771;4326;8,22;7;3;1;"Normal";14,61;NA
