"matgen";"arv";"dap";"ht";"hi";"dicc1";"dicc2";"espcasca"
53;63;7,96;15;0,7;8,75;8,75;0,561
53;63;7,96;15;1,3;7,96;7,96;0,392
53;63;7,96;15;2,5;7,8;7,8;0,397
53;63;7,96;15;3,7;6,53;6,53;0,275
53;63;7,96;15;4,9;6,18;6,18;0,307
53;63;7,96;15;6,1;5,47;5,47;0,239
53;63;7,96;15;7,3;4,97;4,97;0,15
53;63;7,96;15;8,5;4,62;4,62;0,136
53;63;7,96;15;9,7;4,01;4,01;0,139
53;63;7,96;15;10,9;3,82;3,82;0,153
53;63;7,96;15;12,1;3,21;3,21;0,157
53;63;7,96;15;13,3;2,55;2,55;0,128
53;63;7,96;15;14,5;0,89;0,89;0,083
53;64;20,69;30,3;0,1;23,87;23,87;1,227
53;64;20,69;30,3;0,7;21,71;21,71;1,099
53;64;20,69;30,3;1,3;20,69;20,69;0,775
53;64;20,69;30,3;2,5;20,15;20,15;0,862
53;64;20,69;30,3;3,7;19,35;19,35;0,726
53;64;20,69;30,3;4,9;19,1;19,1;0,729
53;64;20,69;30,3;6,1;18,88;18,88;0,658
53;64;20,69;30,3;7,3;18,14;18,14;0,643
53;64;20,69;30,3;8,5;17,73;17,73;0,699
53;64;20,69;30,3;9,7;17,6;17,6;0,496
53;64;20,69;30,3;10,9;16,52;16,52;0,537
53;64;20,69;30,3;12,1;16,04;16,04;0,465
53;64;20,69;30,3;13,3;15,6;15,6;0,445
53;64;20,69;30,3;14,5;14,55;14,55;0,445
53;64;20,69;30,3;15,7;13,46;13,46;0,434
53;64;20,69;30,3;16,9;13,21;13,21;0,385
53;64;20,69;30,3;18,1;13,02;13,02;0,416
53;64;20,69;30,3;19,3;11,97;11,97;0,371
53;64;20,69;30,3;20,5;11,05;11,05;0,386
53;64;20,69;30,3;21,7;10,31;10,31;0,367
53;64;20,69;30,3;22,9;9,42;9,42;0,382
53;64;20,69;30,3;24,1;8,05;8,05;0,398
53;64;20,69;30,3;25,3;7,48;7,48;0,405
53;64;20,69;30,3;26,5;5,73;5,73;0,247
53;64;20,69;30,3;27,7;4,01;4,01;0,145
53;64;20,69;30,3;28,9;2,23;2,23;0,117
53;64;20,69;30,3;29,7;1,11;1,11;0,093
53;65;13,69;25,57;0,1;15,47;15,47;0,881
53;65;13,69;25,57;0,7;14,1;14,1;0,651
53;65;13,69;25,57;1,3;13,69;13,69;0,651
53;65;13,69;25,57;2,5;13,4;13,4;0,64
53;65;13,69;25,57;3,7;12,89;12,89;0,694
53;65;13,69;25,57;4,9;12,57;12,57;0,503
53;65;13,69;25,57;6,1;12,06;12,06;0,486
53;65;13,69;25,57;7,3;11,78;11,78;0,46
53;65;13,69;25,57;8,5;11,24;11,24;0,464
53;65;13,69;25,57;9,7;10,66;10,66;0,478
53;65;13,69;25,57;10,9;10,06;10,06;0,439
53;65;13,69;25,57;12,1;9,45;9,45;0,348
53;65;13,69;25,57;13,3;8,59;8,59;0,296
53;65;13,69;25,57;14,5;8,09;8,09;0,253
53;65;13,69;25,57;15,7;7,7;7,7;0,26
53;65;13,69;25,57;16,9;7,07;7,07;0,259
53;65;13,69;25,57;18,1;6,49;6,49;0,238
53;65;13,69;25,57;19,3;5,92;5,92;0,245
53;65;13,69;25,57;20,5;5,41;5,41;0,239
53;65;13,69;25,57;21,7;4,65;4,65;0,242
53;65;13,69;25,57;22,9;3,82;3,82;0,207
53;65;13,69;25,57;24,1;2,45;2,45;0,144
53;65;13,69;25,57;25,07;0,95;0,95;0,065
53;66;17,35;28,59;0,1;20,37;20,37;1,012
53;66;17,35;28,59;0,7;18,4;18,4;0,802
53;66;17,35;28,59;1,3;17,35;17,35;0,766
53;66;17,35;28,59;2,5;17;17;0,707
53;66;17,35;28,59;3,7;16,71;16,71;0,644
53;66;17,35;28,59;4,9;16,42;16,42;0,623
53;66;17,35;28,59;6,1;16,23;16,23;0,546
53;66;17,35;28,59;7,3;15,28;15,28;0,589
53;66;17,35;28,59;8,5;14,96;14,96;0,529
53;66;17,35;28,59;9,7;14,32;14,32;0,462
53;66;17,35;28,59;10,9;14,01;14,01;0,405
53;66;17,35;28,59;12,1;12,96;12,96;0,437
53;66;17,35;28,59;13,3;12,1;12,1;0,358
53;66;17,35;28,59;14,5;11,71;11,71;0,356
53;66;17,35;28,59;15,7;11,14;11,14;0,4
53;66;17,35;28,59;16,9;10,35;10,35;0,327
53;66;17,35;28,59;18,1;9,36;9,36;0,318
53;66;17,35;28,59;19,3;8,5;8,5;0,335
53;66;17,35;28,59;20,5;7,86;7,86;0,296
53;66;17,35;28,59;21,7;7,13;7,13;0,338
53;66;17,35;28,59;22,9;6,05;6,05;0,309
53;66;17,35;28,59;24,1;4,84;4,84;0,294
53;66;17,35;28,59;25,3;3,5;3,5;0,224
53;66;17,35;28,59;26,5;2,29;2,29;0,186
53;66;17,35;28,59;27,7;1,27;1,27;0,085
53;67;21,33;28,52;0,1;24,51;24,51;1,115
53;67;21,33;28,52;0,7;21,96;21,96;0,982
53;67;21,33;28,52;1,3;21,33;21,33;0,938
53;67;21,33;28,52;2,5;19,89;19,89;0,818
53;67;21,33;28,52;3,7;19,61;19,61;0,877
53;67;21,33;28,52;4,9;19,26;19,26;0,889
53;67;21,33;28,52;6,1;19,1;19,1;0,955
53;67;21,33;28,52;7,3;18,78;18,78;0,81
53;67;21,33;28,52;8,5;17,83;17,83;0,726
53;67;21,33;28,52;9,7;17,28;17,28;0,575
53;67;21,33;28,52;10,9;16,62;16,62;0,529
53;67;21,33;28,52;12,1;15,85;15,85;0,454
53;67;21,33;28,52;13,3;15,44;15,44;0,477
53;67;21,33;28,52;14,5;14,23;14,23;0,448
53;67;21,33;28,52;15,7;13,11;13,11;0,421
53;67;21,33;28,52;16,9;12,48;12,48;0,41
53;67;21,33;28,52;18,1;11,71;11,71;0,447
53;67;21,33;28,52;19,3;10,95;10,95;0,485
53;67;21,33;28,52;20,5;10,19;10,19;0,393
53;67;21,33;28,52;21,7;8,88;8,88;0,393
53;67;21,33;28,52;22,9;7,7;7,7;0,349
53;67;21,33;28,52;24,1;7,16;7,16;0,344
53;67;21,33;28,52;25,3;5,41;5,41;0,332
53;67;21,33;28,52;26,5;3,66;3,66;0,239
53;67;21,33;28,52;27,7;1,69;1,69;0,126
53;67;21,33;28,52;28,1;0,95;0,95;0,077
53;68;10,6;19,5;0,1;13,05;13,05;0,848
53;68;10,6;19,5;0,7;11,24;11,24;0,418
53;68;10,6;19,5;1,3;10,6;10,6;0,377
53;68;10,6;19,5;2,5;10,28;10,28;0,427
53;68;10,6;19,5;3,7;9,68;9,68;0,327
53;68;10,6;19,5;4,9;9,23;9,23;0,284
53;68;10,6;19,5;6,1;8,91;8,91;0,357
53;68;10,6;19,5;7,3;8,24;8,24;0,235
53;68;10,6;19,5;8,5;7,67;7,67;0,232
53;68;10,6;19,5;9,7;7,42;7,42;0,245
53;68;10,6;19,5;10,9;6,59;6,59;0,277
53;68;10,6;19,5;12,1;6,37;6,37;0,221
53;68;10,6;19,5;13,3;5,41;5,41;0,21
53;68;10,6;19,5;14,5;4,84;4,84;0,209
53;68;10,6;19,5;15,7;4,14;4,14;0,2
53;68;10,6;19,5;16,9;3,34;3,34;0,177
53;68;10,6;19,5;18,1;2,55;2,55;0,157
53;68;10,6;19,5;19,1;1,11;1,11;0,099
53;69;15,66;26,82;0,1;19,74;19,74;1,047
53;69;15,66;26,82;0,7;15,92;15,92;0,689
53;69;15,66;26,82;1,3;15,66;15,66;0,725
53;69;15,66;26,82;2,5;15,12;15,12;0,642
53;69;15,66;26,82;3,7;14,71;14,71;0,617
53;69;15,66;26,82;4,9;14,32;14,32;0,62
53;69;15,66;26,82;6,1;13,85;13,85;0,556
53;69;15,66;26,82;7,3;13,37;13,37;0,55
53;69;15,66;26,82;8,5;13,05;13,05;0,563
53;69;15,66;26,82;9,7;12,89;12,89;0,458
53;69;15,66;26,82;10,9;11,94;11,94;0,431
53;69;15,66;26,82;12,1;11,24;11,24;0,449
53;69;15,66;26,82;13,3;10,66;10,66;0,419
53;69;15,66;26,82;14,5;10,41;10,41;0,401
53;69;15,66;26,82;15,7;9,45;9,45;0,335
53;69;15,66;26,82;16,9;8,75;8,75;0,347
53;69;15,66;26,82;18,1;8,12;8,12;0,327
53;69;15,66;26,82;19,3;7,42;7,42;0,344
53;69;15,66;26,82;20,5;6,75;6,75;0,362
53;69;15,66;26,82;21,7;5,95;5,95;0,336
53;69;15,66;26,82;22,9;5,19;5,19;0,316
53;69;15,66;26,82;24,1;4,3;4,3;0,268
53;69;15,66;26,82;25,3;2,55;2,55;0,2
53;69;15,66;26,82;26,32;0,99;0,99;0,071
53;70;14,32;26,73;0,1;16,87;16,87;0,942
53;70;14,32;26,73;0,7;14,96;14,96;0,724
53;70;14,32;26,73;1,3;14,32;14,32;0,504
53;70;14,32;26,73;2,5;14,07;14,07;0,618
53;70;14,32;26,73;3,7;13,53;13,53;0,503
53;70;14,32;26,73;4,9;13,15;13,15;0,518
53;70;14,32;26,73;6,1;12,83;12,83;0,49
53;70;14,32;26,73;7,3;12,41;12,41;0,471
53;70;14,32;26,73;8,5;12,25;12,25;0,494
53;70;14,32;26,73;9,7;11,78;11,78;0,479
53;70;14,32;26,73;10,9;11,46;11,46;0,395
53;70;14,32;26,73;12,1;10,5;10,5;0,475
53;70;14,32;26,73;13,3;10,09;10,09;0,402
53;70;14,32;26,73;14,5;9,61;9,61;0,445
53;70;14,32;26,73;15,7;8,75;8,75;0,394
53;70;14,32;26,73;16,9;8,09;8,09;0,394
53;70;14,32;26,73;18,1;7,42;7,42;0,277
53;70;14,32;26,73;19,3;6,68;6,68;0,3
53;70;14,32;26,73;20,5;6,21;6,21;0,321
53;70;14,32;26,73;21,7;5,63;5,63;0,276
53;70;14,32;26,73;22,9;4,71;4,71;0,273
53;70;14,32;26,73;24,1;3,79;3,79;0,194
53;70;14,32;26,73;25,3;2,55;2,55;0,161
53;70;14,32;26,73;26,2;0,99;0,99;0,066
53;71;18,46;30,93;0,1;21,42;21,42;0,925
53;71;18,46;30,93;0,7;19,1;19,1;0,782
53;71;18,46;30,93;1,3;18,46;18,46;0,695
53;71;18,46;30,93;2,5;18,21;18,21;0,634
53;71;18,46;30,93;3,7;17,51;17,51;0,556
53;71;18,46;30,93;4,9;17,09;17,09;0,565
53;71;18,46;30,93;6,1;16,97;16,97;0,592
53;71;18,46;30,93;7,3;16,81;16,81;0,508
53;71;18,46;30,93;8,5;16,55;16,55;0,659
53;71;18,46;30,93;9,7;15,6;15,6;0,383
53;71;18,46;30,93;10,9;14,96;14,96;0,343
53;71;18,46;30,93;12,1;14,45;14,45;0,343
53;71;18,46;30,93;13,3;13,91;13,91;0,38
53;71;18,46;30,93;14,5;13,56;13,56;0,35
53;71;18,46;30,93;15,7;12,89;12,89;0,373
53;71;18,46;30,93;16,9;12,51;12,51;0,372
53;71;18,46;30,93;18,1;11,78;11,78;0,324
53;71;18,46;30,93;19,3;11,14;11,14;0,352
53;71;18,46;30,93;20,5;10,09;10,09;0,337
53;71;18,46;30,93;21,7;9,49;9,49;0,386
53;71;18,46;30,93;22,9;8,91;8,91;0,324
53;71;18,46;30,93;24,1;8,59;8,59;0,31
53;71;18,46;30,93;25,3;7,48;7,48;0,284
53;71;18,46;30,93;26,5;6,68;6,68;0,294
53;71;18,46;30,93;27,7;5,16;5,16;0,311
53;71;18,46;30,93;28,9;3,66;3,66;0,238
53;71;18,46;30,93;30,1;1,75;1,75;0,128
53;71;18,46;30,93;30,45;1,05;1,05;0,078
53;72;13,05;25,34;0,1;14,8;14,8;0,782
53;72;13,05;25,34;0,7;13,75;13,75;0,622
53;72;13,05;25,34;1,3;13,05;13,05;0,528
53;72;13,05;25,34;2,5;12,45;12,45;0,493
53;72;13,05;25,34;3,7;12,1;12,1;0,498
53;72;13,05;25,34;4,9;11,84;11,84;0,43
53;72;13,05;25,34;6,1;11,52;11,52;0,486
53;72;13,05;25,34;7,3;10,98;10,98;0,434
53;72;13,05;25,34;8,5;10,5;10,5;0,437
53;72;13,05;25,34;9,7;9,96;9,96;0,397
53;72;13,05;25,34;10,9;9,42;9,42;0,39
53;72;13,05;25,34;12,1;8,79;8,79;0,326
53;72;13,05;25,34;13,3;8,66;8,66;0,344
53;72;13,05;25,34;14,5;7,96;7,96;0,382
53;72;13,05;25,34;15,7;7,32;7,32;0,257
53;72;13,05;25,34;16,9;6,53;6,53;0,234
53;72;13,05;25,34;18,1;6,05;6,05;0,232
53;72;13,05;25,34;19,3;5,51;5,51;0,261
53;72;13,05;25,34;20,5;4,97;4,97;0,266
53;72;13,05;25,34;21,7;4,58;4,58;0,223
53;72;13,05;25,34;22,9;3,57;3,57;0,202
53;72;13,05;25,34;24,1;1,97;1,97;0,097
53;72;13,05;25,34;24,8;0,86;0,86;0,055
53;73;16,87;30;0,1;19,51;19,51;0,883
53;73;16,87;30;0,7;17,6;17,6;0,735
53;73;16,87;30;1,3;16,87;16,87;0,677
53;73;16,87;30;2,5;16,46;16,46;0,582
53;73;16,87;30;3,7;16,07;16,07;0,54
53;73;16,87;30;4,9;15,76;15,76;0,561
53;73;16,87;30;6,1;15,44;15,44;0,52
53;73;16,87;30;7,3;15,28;15,28;0,466
53;73;16,87;30;8,5;14,96;14,96;0,451
53;73;16,87;30;9,7;14,48;14,48;0,371
53;73;16,87;30;10,9;13,97;13,97;0,365
53;73;16,87;30;12,1;13,37;13,37;0,329
53;73;16,87;30;13,3;13,05;13,05;0,338
53;73;16,87;30;14,5;12,41;12,41;0,341
53;73;16,87;30;15,7;11,46;11,46;0,323
53;73;16,87;30;16,9;10,98;10,98;0,299
53;73;16,87;30;18,1;10,66;10,66;0,313
53;73;16,87;30;19,3;9,99;9,99;0,317
53;73;16,87;30;20,5;9,17;9,17;0,368
53;73;16,87;30;21,7;8,66;8,66;0,339
53;73;16,87;30;22,9;8,4;8,4;0,324
53;73;16,87;30;24,1;7,32;7,32;0,258
53;73;16,87;30;25,3;6,21;6,21;0,26
53;73;16,87;30;26,5;5,09;5,09;0,167
53;73;16,87;30;27,7;3,63;3,63;0,148
53;73;16,87;30;28,9;2,16;2,16;0,132
53;73;16,87;30;29,39;0,92;0,92;0,066
53;74;10,19;23,3;0,1;11,68;11,68;0,427
53;74;10,19;23,3;0,7;10,66;10,66;0,345
53;74;10,19;23,3;1,3;10,19;10,19;0,287
53;74;10,19;23,3;2,5;9,93;9,93;0,293
53;74;10,19;23,3;3,7;9,71;9,71;0,274
53;74;10,19;23,3;4,9;9,39;9,39;0,284
53;74;10,19;23,3;6,1;9,07;9,07;0,254
53;74;10,19;23,3;7,3;8,91;8,91;0,251
53;74;10,19;23,3;8,5;8,66;8,66;0,213
53;74;10,19;23,3;9,7;8,31;8,31;0,187
53;74;10,19;23,3;10,9;7,64;7,64;0,196
53;74;10,19;23,3;12,1;7,19;7,19;0,193
53;74;10,19;23,3;13,3;6,68;6,68;0,185
53;74;10,19;23,3;14,5;6,27;6,27;0,159
53;74;10,19;23,3;15,7;5,63;5,63;0,175
53;74;10,19;23,3;16,9;5,28;5,28;0,162
53;74;10,19;23,3;18,1;4,62;4,62;0,155
53;74;10,19;23,3;19,3;4,23;4,23;0,152
53;74;10,19;23,3;20,5;3,5;3,5;0,134
53;74;10,19;23,3;21,7;2,83;2,83;0,099
53;74;10,19;23,3;22,9;0,92;0,92;0,07
53;75;20,05;31,1;0,1;21,49;21,49;1,188
53;75;20,05;31,1;0,7;20,56;20,56;0,927
53;75;20,05;31,1;1,3;20,05;20,05;0,805
53;75;20,05;31,1;2,5;18,46;18,46;0,697
53;75;20,05;31,1;3,7;18,4;18,4;0,659
53;75;20,05;31,1;4,9;18,14;18,14;0,682
53;75;20,05;31,1;6,1;17,89;17,89;0,691
53;75;20,05;31,1;7,3;17,67;17,67;0,715
53;75;20,05;31,1;8,5;16,9;16,9;0,396
53;75;20,05;31,1;9,7;16,55;16,55;0,642
53;75;20,05;31,1;10,9;16,01;16,01;0,459
53;75;20,05;31,1;12,1;15,18;15,18;0,412
53;75;20,05;31,1;13,3;14,42;14,42;0,375
53;75;20,05;31,1;14,5;13,69;13,69;0,354
53;75;20,05;31,1;15,7;13,24;13,24;0,375
53;75;20,05;31,1;16,9;12,7;12,7;0,359
53;75;20,05;31,1;18,1;11,62;11,62;0,381
53;75;20,05;31,1;19,3;11,01;11,01;0,393
53;75;20,05;31,1;20,5;10,15;10,15;0,34
53;75;20,05;31,1;21,7;9,87;9,87;0,343
53;75;20,05;31,1;22,9;8,85;8,85;0,35
53;75;20,05;31,1;24,1;7,7;7,7;0,299
53;75;20,05;31,1;25,3;7,16;7,16;0,336
53;75;20,05;31,1;26,5;6,11;6,11;0,313
53;75;20,05;31,1;27,7;4,68;4,68;0,316
53;75;20,05;31,1;28,9;3,5;3,5;0,22
53;75;20,05;31,1;30,1;1,59;1,59;0,111
53;75;20,05;31,1;30,5;1,02;1,02;0,093
53;76;17,54;29,77;0,1;19,74;19,74;0,948
53;76;17,54;29,77;0,7;18,14;18,14;0,725
53;76;17,54;29,77;1,3;17,54;17,54;0,589
53;76;17,54;29,77;2,5;17,19;17,19;0,612
53;76;17,54;29,77;3,7;16,87;16,87;0,595
53;76;17,54;29,77;4,9;16,62;16,62;0,591
53;76;17,54;29,77;6,1;16,49;16,49;0,459
53;76;17,54;29,77;7,3;16,14;16,14;0,449
53;76;17,54;29,77;8,5;15,44;15,44;0,421
53;76;17,54;29,77;9,7;15,28;15,28;0,341
53;76;17,54;29,77;10,9;14,32;14,32;0,329
53;76;17,54;29,77;12,1;13,75;13,75;0,376
53;76;17,54;29,77;13,3;13,53;13,53;0,386
53;76;17,54;29,77;14,5;13,15;13,15;0,359
53;76;17,54;29,77;15,7;11,84;11,84;0,401
53;76;17,54;29,77;16,9;11,46;11,46;0,342
53;76;17,54;29,77;18,1;11,3;11,3;0,318
53;76;17,54;29,77;19,3;10,25;10,25;0,361
53;76;17,54;29,77;20,5;9,14;9,14;0,36
53;76;17,54;29,77;21,7;7,93;7,93;0,335
53;76;17,54;29,77;22,9;6,78;6,78;0,301
53;76;17,54;29,77;24,1;6,14;6,14;0,339
53;76;17,54;29,77;25,3;4,93;4,93;0,317
53;76;17,54;29,77;26,5;3,18;3,18;0,214
53;76;17,54;29,77;27,7;2,42;2,42;0,111
53;76;17,54;29,77;28,9;1,11;1,11;0,091
53;77;17,98;30,3;0,1;20,44;20,44;1,266
53;77;17,98;30,3;0,7;18,62;18,62;1,121
53;77;17,98;30,3;1,3;17,98;17,98;0,889
53;77;17,98;30,3;2,5;17,35;17,35;0,684
53;77;17,98;30,3;3,7;17,03;17,03;0,654
53;77;17,98;30,3;4,9;16,55;16,55;0,638
53;77;17,98;30,3;6,1;16,39;16,39;0,578
53;77;17,98;30,3;7,3;15,92;15,92;0,372
53;77;17,98;30,3;8,5;15,85;15,85;0,456
53;77;17,98;30,3;9,7;15,37;15,37;0,396
53;77;17,98;30,3;10,9;14,48;14,48;0,403
53;77;17,98;30,3;12,1;13,85;13,85;0,345
53;77;17,98;30,3;13,3;13,43;13,43;0,357
53;77;17,98;30,3;14,5;12,51;12,51;0,358
53;77;17,98;30,3;15,7;12,41;12,41;0,333
53;77;17,98;30,3;16,9;12,1;12,1;0,3
53;77;17,98;30,3;18,1;11,01;11,01;0,303
53;77;17,98;30,3;19,3;10,12;10,12;0,343
53;77;17,98;30,3;20,5;9,55;9,55;0,349
53;77;17,98;30,3;21,7;8,82;8,82;0,317
53;77;17,98;30,3;22,9;8,44;8,44;0,306
53;77;17,98;30,3;24,1;7,48;7,48;0,302
53;77;17,98;30,3;25,3;6,27;6,27;0,334
53;77;17,98;30,3;26,5;5,25;5,25;0,25
53;77;17,98;30,3;27,7;3,98;3,98;0,217
53;77;17,98;30,3;28,9;2,67;2,67;0,17
53;77;17,98;30,3;29,9;0,99;0,99;0,08
53;78;12,92;24,52;0,1;14,48;14,48;0,688
53;78;12,92;24,52;0,7;13,27;13,27;0,546
53;78;12,92;24,52;1,3;12,92;12,92;0,486
53;78;12,92;24,52;2,5;12,57;12,57;0,349
53;78;12,92;24,52;3,7;12,13;12,13;0,39
53;78;12,92;24,52;4,9;12,03;12,03;0,264
53;78;12,92;24,52;6,1;11,46;11,46;0,239
53;78;12,92;24,52;7,3;10,89;10,89;0,265
53;78;12,92;24,52;8,5;10,47;10,47;0,244
53;78;12,92;24,52;9,7;10,03;10,03;0,239
53;78;12,92;24,52;10,9;9,33;9,33;0,213
53;78;12,92;24,52;12,1;8,79;8,79;0,226
53;78;12,92;24,52;13,3;8,44;8,44;0,226
53;78;12,92;24,52;14,5;7,83;7,83;0,186
53;78;12,92;24,52;15,7;7,23;7,23;0,206
53;78;12,92;24,52;16,9;6,59;6,59;0,177
53;78;12,92;24,52;18,1;5,95;5,95;0,194
53;78;12,92;24,52;19,3;5,25;5,25;0,202
53;78;12,92;24,52;20,5;5,03;5,03;0,184
53;78;12,92;24,52;21,7;3,69;3,69;0,165
53;78;12,92;24,52;22,9;2,86;2,86;0,161
53;78;12,92;24,52;24,1;1,02;1,02;0,08
53;79;15,44;27,55;0,1;18,78;18,78;0,799
53;79;15,44;27,55;0,7;15,82;15,82;0,62
53;79;15,44;27,55;1,3;15,44;15,44;0,65
53;79;15,44;27,55;2,5;14,96;14,96;0,659
53;79;15,44;27,55;3,7;14,39;14,39;0,586
53;79;15,44;27,55;4,9;13,91;13,91;0,54
53;79;15,44;27,55;6,1;13,62;13,62;0,545
53;79;15,44;27,55;7,3;13,11;13,11;0,492
53;79;15,44;27,55;8,5;12,57;12,57;0,536
53;79;15,44;27,55;9,7;12,32;12,32;0,457
53;79;15,44;27,55;10,9;11,55;11,55;0,359
53;79;15,44;27,55;12,1;11,2;11,2;0,36
53;79;15,44;27,55;13,3;10,41;10,41;0,427
53;79;15,44;27,55;14,5;10,19;10,19;0,405
53;79;15,44;27,55;15,7;9,68;9,68;0,34
53;79;15,44;27,55;16,9;8,85;8,85;0,36
53;79;15,44;27,55;18,1;8,09;8,09;0,295
53;79;15,44;27,55;19,3;7,54;7,54;0,34
53;79;15,44;27,55;20,5;7;7;0,286
53;79;15,44;27,55;21,7;6,21;6,21;0,303
53;79;15,44;27,55;22,9;5,41;5,41;0,303
53;79;15,44;27,55;24,1;4,52;4,52;0,19
53;79;15,44;27,55;25,3;3,02;3,02;0,163
53;79;15,44;27,55;26,5;1,91;1,91;0,121
53;79;15,44;27,55;27,1;1,05;1,05;0,093
53;80;16,23;29,15;0,1;18,62;18,62;0,921
53;80;16,23;29,15;0,7;16,93;16,93;0,613
53;80;16,23;29,15;1,3;16,23;16,23;0,644
53;80;16,23;29,15;2,5;15,88;15,88;0,605
53;80;16,23;29,15;3,7;15,44;15,44;0,527
53;80;16,23;29,15;4,9;15,12;15,12;0,517
53;80;16,23;29,15;6,1;14,74;14,74;0,497
53;80;16,23;29,15;7,3;14,42;14,42;0,429
53;80;16,23;29,15;8,5;14,26;14,26;0,475
53;80;16,23;29,15;9,7;13,5;13,5;0,499
53;80;16,23;29,15;10,9;13,34;13,34;0,466
53;80;16,23;29,15;12,1;12,61;12,61;0,354
53;80;16,23;29,15;13,3;11,87;11,87;0,397
53;80;16,23;29,15;14,5;11,33;11,33;0,328
53;80;16,23;29,15;15,7;10,6;10,6;0,327
53;80;16,23;29,15;16,9;10,35;10,35;0,339
53;80;16,23;29,15;18,1;9,87;9,87;0,276
53;80;16,23;29,15;19,3;9,14;9,14;0,319
53;80;16,23;29,15;20,5;8,21;8,21;0,294
53;80;16,23;29,15;21,7;7,38;7,38;0,24
53;80;16,23;29,15;22,9;6,84;6,84;0,297
53;80;16,23;29,15;24,1;6,53;6,53;0,292
53;80;16,23;29,15;25,3;5;5;0,291
53;80;16,23;29,15;26,5;3,82;3,82;0,209
53;80;16,23;29,15;27,7;2,74;2,74;0,171
53;80;16,23;29,15;28,7;1,02;1,02;0,062
53;81;10,95;22,73;0,1;15,12;15,12;0,667
53;81;10,95;22,73;0,7;11,78;11,78;0,428
53;81;10,95;22,73;1,3;10,95;10,95;0,36
53;81;10,95;22,73;2,5;10,57;10,57;0,319
53;81;10,95;22,73;3,7;10,25;10,25;0,309
53;81;10,95;22,73;4,9;10,09;10,09;0,309
53;81;10,95;22,73;6,1;9,8;9,8;0,299
53;81;10,95;22,73;7,3;9,55;9,55;0,319
53;81;10,95;22,73;8,5;9,39;9,39;0,36
53;81;10,95;22,73;9,7;8,5;8,5;0,236
53;81;10,95;22,73;10,9;8,15;8,15;0,264
53;81;10,95;22,73;12,1;7,64;7,64;0,203
53;81;10,95;22,73;13,3;7,1;7,1;0,23
53;81;10,95;22,73;14,5;6,72;6,72;0,271
53;81;10,95;22,73;15,7;6,08;6,08;0,196
53;81;10,95;22,73;16,9;5,47;5,47;0,223
53;81;10,95;22,73;18,1;4,93;4,93;0,219
53;81;10,95;22,73;19,3;4,3;4,3;0,192
53;81;10,95;22,73;20,5;3,18;3,18;0,172
53;81;10,95;22,73;21,7;1,81;1,81;0,13
53;81;10,95;22,73;22,11;0,89;0,89;0,076
53;82;12,35;23,57;0,1;14,16;14,16;0,767
53;82;12,35;23,57;0,7;12,57;12,57;0,586
53;82;12,35;23,57;1,3;12,35;12,35;0,485
53;82;12,35;23,57;2,5;11,75;11,75;0,397
53;82;12,35;23,57;3,7;11,36;11,36;0,409
53;82;12,35;23,57;4,9;10,98;10,98;0,364
53;82;12,35;23,57;6,1;10,6;10,6;0,354
53;82;12,35;23,57;7,3;10,28;10,28;0,365
53;82;12,35;23,57;8,5;9,77;9,77;0,283
53;82;12,35;23,57;9,7;9,17;9,17;0,262
53;82;12,35;23,57;10,9;8,44;8,44;0,281
53;82;12,35;23,57;12,1;8,05;8,05;0,254
53;82;12,35;23,57;13,3;7,8;7,8;0,265
53;82;12,35;23,57;14,5;7,23;7,23;0,269
53;82;12,35;23,57;15,7;6,62;6,62;0,263
53;82;12,35;23,57;16,9;5,86;5,86;0,206
53;82;12,35;23,57;18,1;5,16;5,16;0,263
53;82;12,35;23,57;19,3;4,71;4,71;0,257
53;82;12,35;23,57;20,5;3,98;3,98;0,139
53;82;12,35;23,57;21,7;3,02;3,02;0,107
53;82;12,35;23,57;22,9;1,02;1,02;0,084
53;83;13,37;25,88;0,1;14,48;14,48;0,648
53;83;13,37;25,88;0,7;13,69;13,69;0,446
53;83;13,37;25,88;1,3;13,37;13,37;0,451
53;83;13,37;25,88;2,5;12,57;12,57;0,377
53;83;13,37;25,88;3,7;12,22;12,22;0,354
53;83;13,37;25,88;4,9;12;12;0,432
53;83;13,37;25,88;6,1;11,62;11,62;0,429
53;83;13,37;25,88;7,3;11,46;11,46;0,313
53;83;13,37;25,88;8,5;11,08;11,08;0,349
53;83;13,37;25,88;9,7;10,47;10,47;0,321
53;83;13,37;25,88;10,9;9,87;9,87;0,276
53;83;13,37;25,88;12,1;9,55;9,55;0,291
53;83;13,37;25,88;13,3;8,91;8,91;0,263
53;83;13,37;25,88;14,5;8,37;8,37;0,269
53;83;13,37;25,88;15,7;7,73;7,73;0,289
53;83;13,37;25,88;16,9;7,23;7,23;0,268
53;83;13,37;25,88;18,1;6,75;6,75;0,311
53;83;13,37;25,88;19,3;6,05;6,05;0,252
53;83;13,37;25,88;20,5;5,41;5,41;0,237
53;83;13,37;25,88;21,7;4,55;4,55;0,262
53;83;13,37;25,88;22,9;3,76;3,76;0,205
53;83;13,37;25,88;24,1;2,71;2,71;0,162
53;83;13,37;25,88;25,3;0,95;0,95;0,081
