"x";"y";"layer";"pred"
683251,767615759;8050527,1521479;4;192,523855363446
683271,683739723;8050527,1521479;4;192,339215110769
683291,599863688;8050527,1521479;4;192,247346329959
683311,515987652;8050527,1521479;4;192,211898142893
683331,432111616;8050527,1521479;4;192,202559806363
683351,34823558;8050527,1521479;4;192,211452775601
683371,264359544;8050527,1521479;4;192,238746781004
683391,180483508;8050527,1521479;4;192,287859661701
683411,096607473;8050527,1521479;4;192,365089461512
683431,012731437;8050527,1521479;4;192,483719524066
683450,928855401;8050527,1521479;4;192,675386771928
683470,844979365;8050527,1521479;4;192,963006669913
683490,761103329;8050527,1521479;4;193,312384141432
683510,677227293;8050527,1521479;4;193,692699812875
683530,593351258;8050527,1521479;4;194,089427095193
683550,509475222;8050527,1521479;4;194,49348312481
683570,425599186;8050527,1521479;4;194,897872163044
683590,34172315;8050527,1521479;4;195,297045855501
683610,257847114;8050527,1521479;4;195,686853902228
683630,173971079;8050527,1521479;4;196,064555223846
683650,090095043;8050527,1521479;4;196,428742407092
683670,006219007;8050527,1521479;4;196,779145686236
683689,922342971;8050527,1521479;4;197,116338033542
683709,838466935;8050527,1521479;4;197,441383744776
683729,7545909;8050527,1521479;4;197,755433602055
683749,670714864;8050527,1521479;4;198,059051515096
683769,586838828;8050527,1521479;4;198,349841170656
683789,502962792;8050527,1521479;4;198,613050835947
683809,419086756;8050527,1521479;4;198,836977289672
683829,33521072;8050527,1521479;4;199,044114070206
683849,251334685;8050527,1521479;4;199,246317621849
683869,167458649;8050527,1521479;4;199,447228545029
683251,767615759;8050507,16897635;4;192,97218083211
683271,683739723;8050507,16897635;4;192,752697969571
683291,599863688;8050507,16897635;4;192,727776345999
683311,515987652;8050507,16897635;4;192,736087549724
683331,432111616;8050507,16897635;4;192,75484779866
683351,34823558;8050507,16897635;4;192,784910492764
683371,264359544;8050507,16897635;4;192,828682184429
683391,180483508;8050507,16897635;4;192,888884188621
683411,096607473;8050507,16897635;4;192,968254215605
683431,012731437;8050507,16897635;4;193,070425539243
683450,928855401;8050507,16897635;4;193,233655809853
683470,844979365;8050507,16897635;4;193,569353549447
683490,761103329;8050507,16897635;4;193,943280714532
683510,677227293;8050507,16897635;4;194,332083355863
683530,593351258;8050507,16897635;4;194,729292060224
683550,509475222;8050507,16897635;4;195,128972703286
683570,425599186;8050507,16897635;4;195,525453191113
683590,34172315;8050507,16897635;4;195,913743474135
683610,257847114;8050507,16897635;4;196,289973843589
683630,173971079;8050507,16897635;4;196,651693949559
683650,090095043;8050507,16897635;4;196,997943931485
683670,006219007;8050507,16897635;4;197,329077790755
683689,922342971;8050507,16897635;4;197,646405512564
683709,838466935;8050507,16897635;4;197,951775829219
683729,7545909;8050507,16897635;4;198,247216550744
683749,670714864;8050507,16897635;4;198,53470045885
683769,586838828;8050507,16897635;4;198,816046363804
683789,502962792;8050507,16897635;4;199,077410842201
683809,419086756;8050507,16897635;4;199,263228941539
683829,33521072;8050507,16897635;4;199,447628165804
683849,251334685;8050507,16897635;4;199,632032980324
683869,167458649;8050507,16897635;4;199,817741150387
683889,083582613;8050507,16897635;4;200,005871530314
683251,767615759;8050487,1858048;4;193,544891062528
683271,683739723;8050487,1858048;4;193,357180873389
683291,599863688;8050487,1858048;4;193,322890465396
683311,515987652;8050487,1858048;4;193,337507294498
683331,432111616;8050487,1858048;4;193,367457303509
683351,34823558;8050487,1858048;4;193,410373650665
683371,264359544;8050487,1858048;4;193,467561705894
683391,180483508;8050487,1858048;4;193,541155536729
683411,096607473;8050487,1858048;4;193,633892417931
683431,012731437;8050487,1858048;4;193,75193555614
683450,928855401;8050487,1858048;4;193,937030796703
683470,844979365;8050487,1858048;4;194,258474057267
683490,761103329;8050487,1858048;4;194,627546829791
683510,677227293;8050487,1858048;4;195,012393861999
683530,593351258;8050487,1858048;4;195,404349655616
683550,509475222;8050487,1858048;4;195,796846139635
683570,425599186;8050487,1858048;4;196,183749718098
683590,34172315;8050487,1858048;4;196,55961333883
683610,257847114;8050487,1858048;4;196,920250421354
683630,173971079;8050487,1858048;4;197,263226928351
683650,090095043;8050487,1858048;4;197,588020457746
683670,006219007;8050487,1858048;4;197,895751993121
683689,922342971;8050487,1858048;4;198,188599774022
683709,838466935;8050487,1858048;4;198,469114682049
683729,7545909;8050487,1858048;4;198,739586772787
683749,670714864;8050487,1858048;4;199,001307892909
683769,586838828;8050487,1858048;4;199,252281546308
683789,502962792;8050487,1858048;4;199,477723351742
683809,419086756;8050487,1858048;4;199,665664460977
683829,33521072;8050487,1858048;4;199,83922585116
683849,251334685;8050487,1858048;4;200,010471406202
683869,167458649;8050487,1858048;4;200,183205462458
683251,767615759;8050467,20263326;4;194,217344636482
683271,683739723;8050467,20263326;4;194,074060138516
683291,599863688;8050467,20263326;4;194,012945769793
683311,515987652;8050467,20263326;4;194,008962117941
683331,432111616;8050467,20263326;4;194,035912760177
683351,34823558;8050467,20263326;4;194,084171783124
683371,264359544;8050467,20263326;4;194,151906572408
683391,180483508;8050467,20263326;4;194,24073418544
683411,096607473;8050467,20263326;4;194,355476860873
683431,012731437;8050467,20263326;4;194,507897141969
683450,928855401;8050467,20263326;4;194,722672938084
683470,844979365;8050467,20263326;4;195,014648526681
683490,761103329;8050467,20263326;4;195,359142713658
683510,677227293;8050467,20263326;4;195,729563315418
683530,593351258;8050467,20263326;4;196,111166159275
683550,509475222;8050467,20263326;4;196,49412746761
683570,425599186;8050467,20263326;4;196,870267319475
683590,34172315;8050467,20263326;4;197,232571212348
683610,257847114;8050467,20263326;4;197,57577171119
683630,173971079;8050467,20263326;4;197,897098304352
683650,090095043;8050467,20263326;4;198,196541228755
683670,006219007;8050467,20263326;4;198,476338320005
683689,922342971;8050467,20263326;4;198,739905944178
683709,838466935;8050467,20263326;4;198,990672667324
683729,7545909;8050467,20263326;4;199,231081731719
683749,670714864;8050467,20263326;4;199,46162011725
683769,586838828;8050467,20263326;4;199,679454281583
683789,502962792;8050467,20263326;4;199,878244859404
683809,419086756;8050467,20263326;4;200,055950227413
683829,33521072;8050467,20263326;4;200,220558860288
683869,167458649;8050467,20263326;4;200,542123126869
683251,767615759;8050447,21946171;3;194,922003411329
683271,683739723;8050447,21946171;3;194,802115533194
683311,515987652;8050447,21946171;4;194,724121435212
683331,432111616;8050447,21946171;4;194,746035047589
683351,34823558;8050447,21946171;4;194,796208207019
683371,264359544;8050447,21946171;4;194,871876947179
683391,180483508;8050447,21946171;4;194,974223910905
683411,096607473;8050447,21946171;4;195,108054602924
683431,012731437;8050447,21946171;4;195,282376889052
683450,928855401;8050447,21946171;4;195,508405806793
683470,844979365;8050447,21946171;4;195,789890427942
683490,761103329;8050447,21946171;4;196,116437266132
683510,677227293;8050447,21946171;4;196,471924462599
683530,593351258;8050447,21946171;4;196,842211009902
683550,509475222;8050447,21946171;4;197,21552924558
683570,425599186;8050447,21946171;4;197,581302089879
683590,34172315;8050447,21946171;4;197,930047630283
683610,257847114;8050447,21946171;4;198,254501947755
683630,173971079;8050447,21946171;4;198,551140603239
683650,090095043;8050447,21946171;4;198,820786753454
683670,006219007;8050447,21946171;4;199,067592730877
683689,922342971;8050447,21946171;4;199,297018154354
683709,838466935;8050447,21946171;4;199,513933549187
683729,7545909;8050447,21946171;4;199,721390279657
683749,670714864;8050447,21946171;4;199,91999827795
683769,586838828;8050447,21946171;4;200,10795310901
683789,502962792;8050447,21946171;4;200,282566419228
683809,419086756;8050447,21946171;4;200,44371057615
683829,33521072;8050447,21946171;4;200,595518610845
683849,251334685;8050447,21946171;4;200,743876706346
683869,167458649;8050447,21946171;4;200,893777887666
683251,767615759;8050427,23629016;3;195,641409522433
683271,683739723;8050427,23629016;3;195,53862780942
683291,599863688;8050427,23629016;3;195,479788119011
683311,515987652;8050427,23629016;3;195,462978222782
683331,432111616;8050427,23629016;3;195,482665836776
683351,34823558;8050427,23629016;3;195,534131630799
683371,264359544;8050427,23629016;3;195,615396862648
683391,180483508;8050427,23629016;3;195,727384732078
683411,096607473;8050427,23629016;3;195,873643953027
683431,012731437;8050427,23629016;3;196,059629731842
683470,844979365;8050427,23629016;4;196,566538914013
683490,761103329;8050427,23629016;4;196,882024537811
683510,677227293;8050427,23629016;4;197,226375935595
683530,593351258;8050427,23629016;4;197,587743272934
683550,509475222;8050427,23629016;4;197,953885852968
683570,425599186;8050427,23629016;4;198,311971717709
683590,34172315;8050427,23629016;4;198,649043983355
683610,257847114;8050427,23629016;4;198,95436009919
683630,173971079;8050427,23629016;4;199,222944010912
683650,090095043;8050427,23629016;4;199,457279304095
683670,006219007;8050427,23629016;4;199,665095004265
683689,922342971;8050427,23629016;4;199,855285837461
683709,838466935;8050427,23629016;4;200,034928307917
683729,7545909;8050427,23629016;4;200,208056777966
683749,670714864;8050427,23629016;4;200,375566531371
683769,586838828;8050427,23629016;4;200,535964404874
683789,502962792;8050427,23629016;4;200,687212133241
683809,419086756;8050427,23629016;4;200,829213022196
683829,33521072;8050427,23629016;4;200,964982803515
683849,251334685;8050427,23629016;4;201,099413159694
683869,167458649;8050427,23629016;4;201,237235386567
683251,767615759;8050407,25311861;3;196,369960596084
683271,683739723;8050407,25311861;3;196,2812253628
683291,599863688;8050407,25311861;3;196,229255879135
683311,515987652;8050407,25311861;3;196,214219390037
683331,432111616;8050407,25311861;3;196,234132324921
683351,34823558;8050407,25311861;3;196,286877177737
683371,264359544;8050407,25311861;3;196,371588177239
683391,180483508;8050407,25311861;3;196,489115054809
683411,096607473;8050407,25311861;3;196,641836635431
683431,012731437;8050407,25311861;3;196,832867505623
683450,928855401;8050407,25311861;3;197,064512950544
683470,844979365;8050407,25311861;3;197,33637527174
683490,761103329;8050407,25311861;3;197,644347109309
683510,677227293;8050407,25311861;3;197,98110140158
683530,593351258;8050407,25311861;3;198,337012309515
683550,509475222;8050407,25311861;3;198,700237854215
683570,425599186;8050407,25311861;3;199,055929597608
683590,34172315;8050407,25311861;3;199,3861040088
683650,090095043;8050407,25311861;4;200,100902529728
683670,006219007;8050407,25311861;4;200,262120661965
683689,922342971;8050407,25311861;4;200,40758640809
683709,838466935;8050407,25311861;4;200,547105524901
683729,7545909;8050407,25311861;4;200,685605339645
683749,670714864;8050407,25311861;4;200,823810513213
683769,586838828;8050407,25311861;4;200,959238348707
683789,502962792;8050407,25311861;4;201,088328627658
683809,419086756;8050407,25311861;4;201,209908683189
683829,33521072;8050407,25311861;4;201,327151504113
683849,251334685;8050407,25311861;4;201,445698427189
683869,167458649;8050407,25311861;4;201,570680863987
683251,767615759;8050387,26994707;3;197,104640691379
683271,683739723;8050387,26994707;3;197,027792140779
683291,599863688;8050387,26994707;3;196,982945287828
683311,515987652;8050387,26994707;3;196,971194921319
683331,432111616;8050387,26994707;3;196,992361819683
683351,34823558;8050387,26994707;3;197,045960311653
683371,264359544;8050387,26994707;3;197,132016434841
683391,180483508;8050387,26994707;3;197,251431873366
683411,096607473;8050387,26994707;3;197,405865312845
683431,012731437;8050387,26994707;3;197,597166327916
683450,928855401;8050387,26994707;3;197,82645298595
683470,844979365;8050387,26994707;3;198,093142131199
683490,761103329;8050387,26994707;3;198,394394383605
683510,677227293;8050387,26994707;3;198,725110715133
683530,593351258;8050387,26994707;3;199,077982571704
683550,509475222;8050387,26994707;3;199,44274130206
683570,425599186;8050387,26994707;3;199,803796344158
683590,34172315;8050387,26994707;3;200,13662557803
683610,257847114;8050387,26994707;3;200,409896793455
683630,173971079;8050387,26994707;3;200,606715486481
683650,090095043;8050387,26994707;3;200,742976339
683670,006219007;8050387,26994707;3;200,84798122933
683689,922342971;8050387,26994707;3;200,94335234533
683709,838466935;8050387,26994707;3;201,040865821607
683729,7545909;8050387,26994707;3;201,145602360698
683749,670714864;8050387,26994707;3;201,257676193643
683789,502962792;8050387,26994707;4;201,481976993127
683809,419086756;8050387,26994707;4;201,582096129122
683829,33521072;8050387,26994707;4;201,678181069795
683849,251334685;8050387,26994707;4;201,779170009414
683869,167458649;8050387,26994707;4;201,891180221781
683889,083582613;8050387,26994707;4;202,016999471696
683251,767615759;8050367,28677552;3;197,843391669198
683271,683739723;8050367,28677552;3;197,776552407691
683291,599863688;8050367,28677552;3;197,738147949665
683311,515987652;8050367,28677552;3;197,729699690515
683331,432111616;8050367,28677552;3;197,751961294777
683351,34823558;8050367,28677552;3;197,805401424967
683371,264359544;8050367,28677552;3;197,890652235556
683391,180483508;8050367,28677552;3;198,008726961741
683411,096607473;8050367,28677552;3;198,160936919626
683431,012731437;8050367,28677552;3;198,348530767678
683450,928855401;8050367,28677552;3;198,572160644143
683470,844979365;8050367,28677552;3;198,831368893911
683490,761103329;8050367,28677552;3;199,124299228347
683510,677227293;8050367,28677552;3;199,447664962099
683530,593351258;8050367,28677552;3;199,796698256849
683550,509475222;8050367,28677552;3;200,164404388092
683570,425599186;8050367,28677552;3;200,53847878373
683590,34172315;8050367,28677552;3;200,891338679355
683610,257847114;8050367,28677552;3;201,162768138423
683630,173971079;8050367,28677552;3;201,304966836895
683650,090095043;8050367,28677552;3;201,366601229901
683670,006219007;8050367,28677552;3;201,405882340638
683689,922342971;8050367,28677552;3;201,44829136285
683709,838466935;8050367,28677552;3;201,503921514415
683729,7545909;8050367,28677552;3;201,576828256658
683749,670714864;8050367,28677552;3;201,667098612294
683769,586838828;8050367,28677552;3;201,768683229884
683789,502962792;8050367,28677552;3;201,86440791511
683809,419086756;8050367,28677552;3;201,940371224444
683829,33521072;8050367,28677552;3;202,011426132846
683849,251334685;8050367,28677552;3;202,094215863059
683869,167458649;8050367,28677552;3;202,194766061311
683231,851491795;8050347,30360397;3;198,666513062019
683251,767615759;8050347,30360397;3;198,5847341764
683271,683739723;8050347,30360397;3;198,526138003881
683291,599863688;8050347,30360397;3;198,493009828101
683311,515987652;8050347,30360397;3;198,487040918981
683331,432111616;8050347,30360397;3;198,509455831642
683351,34823558;8050347,30360397;3;198,561259056827
683371,264359544;8050347,30360397;3;198,64346955011
683391,180483508;8050347,30360397;3;198,757227716753
683411,096607473;8050347,30360397;3;198,903720857277
683431,012731437;8050347,30360397;3;199,083942858962
683450,928855401;8050347,30360397;3;199,298369035461
683470,844979365;8050347,30360397;3;199,546673208232
683490,761103329;8050347,30360397;3;199,827606865111
683510,677227293;8050347,30360397;3;200,139078691906
683530,593351258;8050347,30360397;3;200,478347914385
683550,509475222;8050347,30360397;3;200,842096865388
683570,425599186;8050347,30360397;3;201,225691949366
683590,34172315;8050347,30360397;3;201,617219140241
683610,257847114;8050347,30360397;3;201,931536613004
683630,173971079;8050347,30360397;3;201,970839700923
683650,090095043;8050347,30360397;3;201,937753244551
683670,006219007;8050347,30360397;3;201,91255108535
683689,922342971;8050347,30360397;3;201,906360974392
683709,838466935;8050347,30360397;3;201,923351309515
683729,7545909;8050347,30360397;3;201,96629718876
683749,670714864;8050347,30360397;3;202,036969738094
683769,586838828;8050347,30360397;3;202,13411391304
683789,502962792;8050347,30360397;3;202,232365033854
683809,419086756;8050347,30360397;3;202,272055266261
683829,33521072;8050347,30360397;3;202,315079289997
683849,251334685;8050347,30360397;3;202,383313611896
683869,167458649;8050347,30360397;3;202,477133181386
683231,851491795;8050327,32043243;3;199,400414478525
683251,767615759;8050327,32043243;3;199,327656776134
683271,683739723;8050327,32043243;3;199,27562419499
683291,599863688;8050327,32043243;3;199,246375543595
683311,515987652;8050327,32043243;3;199,241622115465
683331,432111616;8050327,32043243;3;199,262798335966
683351,34823558;8050327,32043243;3;199,311192094597
683371,264359544;8050327,32043243;3;199,388062459444
683391,180483508;8050327,32043243;3;199,494674060643
683411,096607473;8050327,32043243;3;199,632209103575
683431,012731437;8050327,32043243;3;199,801566603684
683450,928855401;8050327,32043243;3;200,003110249722
683470,844979365;8050327,32043243;3;200,236461016106
683490,761103329;8050327,32043243;3;200,500423177734
683510,677227293;8050327,32043243;3;200,793075769825
683530,593351258;8050327,32043243;3;201,111982019379
683550,509475222;8050327,32043243;3;201,454389652311
683570,425599186;8050327,32043243;3;201,817092223654
683590,34172315;8050327,32043243;3;202,193746882988
683610,257847114;8050327,32043243;3;202,512476800492
683630,173971079;8050327,32043243;3;202,486674175424
683650,090095043;8050327,32043243;3;202,409281441844
683670,006219007;8050327,32043243;3;202,346739395979
683689,922342971;8050327,32043243;3;202,30568493625
683709,838466935;8050327,32043243;3;202,290014816335
683729,7545909;8050327,32043243;3;202,303362061967
683749,670714864;8050327,32043243;3;202,348977287114
683769,586838828;8050327,32043243;3;202,428370786706
