"talhao";"area";"idade";"parcela";"areaparc";"fuste";"categoria";"cap";"ht";"hdom"
1;12,09;6,3;1;500;1;"Normal";66,51;25,5;27,04
1;12,09;6,3;1;500;2;"Normal";57,71;25,5;27,04
1;12,09;6,3;1;500;3;"Dominante";67,29;26,5;27,04
1;12,09;6,3;1;500;4;"Dominante";70,09;26,8;27,04
1;12,09;6,3;1;500;5;"Normal";56,49;NA;27,04
1;12,09;6,3;1;500;6;"Normal";61,39;NA;27,04
1;12,09;6,3;1;500;7;"Normal";62,39;NA;27,04
1;12,09;6,3;1;500;8;"Normal";55,1;NA;27,04
1;12,09;6,3;1;500;9;"Normal";57,59;NA;27,04
1;12,09;6,3;1;500;10;"Normal";58,21;NA;27,04
1;12,09;6,3;1;500;11;"Normal";45,11;NA;27,04
1;12,09;6,3;1;500;12;"Normal";57,3;24,5;27,04
1;12,09;6,3;1;500;13;"Normal";66,7;NA;27,04
1;12,09;6,3;1;500;14;"Normal";62,8;NA;27,04
1;12,09;6,3;1;500;15;"Normal";59,41;NA;27,04
1;12,09;6,3;1;500;16;"Normal";53,6;NA;27,04
1;12,09;6,3;1;500;17;"Normal";58,59;NA;27,04
1;12,09;6,3;1;500;18;"Normal";64,91;NA;27,04
1;12,09;6,3;1;500;19;"Normal";59,5;NA;27,04
1;12,09;6,3;1;500;20;"Normal";65,5;NA;27,04
1;12,09;6,3;1;500;21;"Normal";59,78;NA;27,04
1;12,09;6,3;1;500;22;"Normal";63,9;NA;27,04
1;12,09;6,3;1;500;23;"Normal";63,49;26,2;27,04
1;12,09;6,3;1;500;24;"Normal";56,3;NA;27,04
1;12,09;6,3;1;500;25;"Normal";66,51;NA;27,04
1;12,09;6,3;1;500;26;"Normal";49,2;NA;27,04
1;12,09;6,3;1;500;27;"Normal";65,31;NA;27,04
1;12,09;6,3;1;500;28;"Normal";55,39;NA;27,04
1;12,09;6,3;1;500;29;"Normal";59,78;NA;27,04
1;12,09;6,3;1;500;30;"Normal";51,99;NA;27,04
1;12,09;6,3;1;500;31;"Normal";59,78;NA;27,04
1;12,09;6,3;1;500;32;"Normal";57,21;NA;27,04
1;12,09;6,3;1;500;33;"Falha";0;NA;27,04
1;12,09;6,3;1;500;34;"Normal";47,09;23,8;27,04
1;12,09;6,3;1;500;35;"Normal";59,78;NA;27,04
1;12,09;6,3;1;500;36;"Normal";59,09;NA;27,04
1;12,09;6,3;1;500;37;"Normal";62,89;NA;27,04
1;12,09;6,3;1;500;38;"Normal";61,29;NA;27,04
1;12,09;6,3;1;500;39;"Normal";62,99;NA;27,04
1;12,09;6,3;1;500;40;"Normal";62,02;NA;27,04
1;12,09;6,3;1;500;41;"Normal";52,5;NA;27,04
1;12,09;6,3;1;500;42;"Normal";52,81;NA;27,04
1;12,09;6,3;1;500;43;"Normal";61,39;NA;27,04
1;12,09;6,3;1;500;44;"Bifurcada Abaixo";55,7;NA;27,04
1;12,09;6,3;1;500;45;"Bifurcada Abaixo";25,1;NA;27,04
1;12,09;6,3;1;500;46;"Normal";66,51;26,3;27,04
1;12,09;6,3;1;500;47;"Normal";42,41;NA;27,04
1;12,09;6,3;1;500;48;"Normal";63,49;NA;27,04
1;12,09;6,3;1;500;49;"Normal";64,59;NA;27,04
1;12,09;6,3;1;500;50;"Dominante";68,61;28,2;27,04
1;12,09;6,3;1;500;51;"Normal";41,91;NA;27,04
1;12,09;6,3;1;500;52;"Dominante";68,49;26,7;27,04
1;12,09;6,3;1;500;53;"Normal";63,71;NA;27,04
1;12,09;6,3;1;500;54;"Normal";51,49;NA;27,04
1;12,09;6,3;1;500;55;"Normal";60,41;26;27,04
1;12,09;6,3;1;500;56;"Dominante";67,61;27;27,04
1;12,09;6,3;1;500;57;"Normal";59,6;24,7;27,04
1;12,09;6,3;1;500;58;"Normal";56,61;25,3;27,04
2;27,46;6,3;2;500;1;"Dominante";68,2;34,3;32,78
2;27,46;6,3;2;500;2;"Normal";60,7;32,7;32,78
2;27,46;6,3;2;500;3;"Normal";58,21;NA;32,78
2;27,46;6,3;2;500;4;"Normal";63,99;NA;32,78
2;27,46;6,3;2;500;5;"Normal";64,09;NA;32,78
2;27,46;6,3;2;500;6;"Normal";61,51;NA;32,78
2;27,46;6,3;2;500;7;"Falha";0;0;32,78
2;27,46;6,3;2;500;8;"Normal";62,39;NA;32,78
2;27,46;6,3;2;500;9;"Normal";60,1;NA;32,78
2;27,46;6,3;2;500;10;"Normal";66;NA;32,78
2;27,46;6,3;2;500;11;"Falha";0;NA;32,78
2;27,46;6,3;2;500;12;"Normal";66,19;33,9;32,78
2;27,46;6,3;2;500;13;"Normal";58,5;NA;32,78
2;27,46;6,3;2;500;14;"Normal";57,21;NA;32,78
2;27,46;6,3;2;500;15;"Normal";57,4;NA;32,78
2;27,46;6,3;2;500;16;"Normal";57,3;NA;32,78
2;27,46;6,3;2;500;17;"Normal";59;NA;32,78
2;27,46;6,3;2;500;18;"Normal";55,1;NA;32,78
2;27,46;6,3;2;500;19;"Normal";60,1;NA;32,78
2;27,46;6,3;2;500;20;"Normal";63,21;NA;32,78
2;27,46;6,3;2;500;21;"Normal";61,8;NA;32,78
2;27,46;6,3;2;500;22;"Normal";58,5;NA;32,78
2;27,46;6,3;2;500;23;"Normal";66;34,1;32,78
2;27,46;6,3;2;500;24;"Normal";48,1;NA;32,78
2;27,46;6,3;2;500;25;"Normal";66,19;NA;32,78
2;27,46;6,3;2;500;26;"Normal";60;NA;32,78
2;27,46;6,3;2;500;27;"Normal";64,81;NA;32,78
2;27,46;6,3;2;500;28;"Normal";64,4;NA;32,78
2;27,46;6,3;2;500;29;"Normal";63,49;NA;32,78
2;27,46;6,3;2;500;30;"Normal";60;NA;32,78
2;27,46;6,3;2;500;31;"Normal";62,02;NA;32,78
2;27,46;6,3;2;500;32;"Normal";48,51;NA;32,78
2;27,46;6,3;2;500;33;"Normal";63,59;NA;32,78
2;27,46;6,3;2;500;34;"Dominante";66,41;33,9;32,78
2;27,46;6,3;2;500;35;"Normal";48,79;NA;32,78
2;27,46;6,3;2;500;36;"Normal";56,71;NA;32,78
2;27,46;6,3;2;500;37;"Normal";61,01;NA;32,78
2;27,46;6,3;2;500;38;"Falha";0;NA;32,78
2;27,46;6,3;2;500;39;"Normal";62,39;NA;32,78
2;27,46;6,3;2;500;40;"Normal";59,41;NA;32,78
2;27,46;6,3;2;500;41;"Normal";56,99;NA;32,78
2;27,46;6,3;2;500;42;"Normal";60,19;NA;32,78
2;27,46;6,3;2;500;43;"Falha";0;0;32,78
2;27,46;6,3;2;500;44;"Normal";59,6;NA;32,78
2;27,46;6,3;2;500;45;"Normal";65,41;33,9;32,78
2;27,46;6,3;2;500;46;"Normal";60,6;NA;32,78
2;27,46;6,3;2;500;47;"Normal";59,91;NA;32,78
2;27,46;6,3;2;500;48;"Normal";56,3;NA;32,78
2;27,46;6,3;2;500;49;"Normal";64,91;NA;32,78
2;27,46;6,3;2;500;50;"Normal";36;NA;32,78
2;27,46;6,3;2;500;51;"Normal";62,2;NA;32,78
2;27,46;6,3;2;500;52;"Normal";56,8;NA;32,78
2;27,46;6,3;2;500;53;"Normal";61,61;NA;32,78
2;27,46;6,3;2;500;54;"Normal";59;NA;32,78
2;27,46;6,3;2;500;55;"Normal";59,31;NA;32,78
2;27,46;6,3;2;500;56;"Dominante";67,01;33;32,78
2;27,46;6,3;2;500;57;"Falha";0;0;32,78
2;27,46;6,3;2;500;58;"Normal";53,6;NA;32,78
2;27,46;6,3;2;500;59;"Normal";57,81;NA;32,78
2;27,46;6,3;2;500;60;"Normal";59,91;NA;32,78
2;27,46;6,3;2;500;61;"Normal";59;NA;32,78
2;27,46;6,3;2;500;62;"Falha";0;0;32,78
2;27,46;6,3;2;500;63;"Normal";61,01;NA;32,78
2;27,46;6,3;2;500;64;"Dominante";67,7;31,7;32,78
2;27,46;6,3;2;500;65;"Normal";60,29;NA;32,78
2;27,46;6,3;2;500;66;"Normal";58,81;NA;32,78
2;27,46;6,3;2;500;67;"Normal";60,19;31,1;32,78
2;27,46;6,3;2;500;68;"Bifurcada Abaixo";19,79;NA;32,78
2;27,46;6,3;2;500;69;"Dominante";72,01;31;32,78
2;27,46;6,3;2;500;70;"Normal";51,71;NA;32,78
2;27,46;6,3;2;500;71;"Normal";57,4;NA;32,78
2;27,46;6,3;2;500;72;"Normal";52,59;NA;32,78
2;27,46;6,3;2;500;73;"Normal";61,01;NA;32,78
2;27,46;6,3;2;500;74;"Normal";61,39;NA;32,78
2;27,46;6,3;2;500;75;"Normal";57,21;NA;32,78
2;27,46;6,3;2;500;76;"Normal";61,01;NA;32,78
2;27,46;6,3;2;500;77;"Normal";56,99;NA;32,78
2;27,46;6,3;2;500;78;"Falha";0;NA;32,78
2;27,46;6,3;2;500;79;"Normal";61,01;32,2;32,78
2;27,46;6,3;2;500;80;"Normal";61,01;31,2;32,78
2;27,46;6,3;3;500;1;"Dominante";73,61;31;30,72
2;27,46;6,3;3;500;2;"Normal";56,01;28,8;30,72
2;27,46;6,3;3;500;3;"Normal";50,01;NA;30,72
2;27,46;6,3;3;500;4;"Normal";57,99;NA;30,72
2;27,46;6,3;3;500;5;"Falha";0;NA;30,72
2;27,46;6,3;3;500;6;"Normal";52,4;NA;30,72
2;27,46;6,3;3;500;7;"Normal";52,21;NA;30,72
2;27,46;6,3;3;500;8;"Normal";56,99;NA;30,72
2;27,46;6,3;3;500;9;"Normal";56,8;NA;30,72
2;27,46;6,3;3;500;10;"Normal";57,59;NA;30,72
2;27,46;6,3;3;500;11;"Normal";47,19;NA;30,72
2;27,46;6,3;3;500;12;"Normal";53,31;27,7;30,72
2;27,46;6,3;3;500;13;"Normal";49,79;NA;30,72
2;27,46;6,3;3;500;14;"Normal";53;NA;30,72
2;27,46;6,3;3;500;15;"Normal";57,99;NA;30,72
2;27,46;6,3;3;500;16;"Falha";0;0;30,72
2;27,46;6,3;3;500;17;"Dominante";69,81;29;30,72
2;27,46;6,3;3;500;18;"Dominante";73,98;31,3;30,72
2;27,46;6,3;3;500;19;"Falha";0;0;30,72
2;27,46;6,3;3;500;20;"Normal";59,09;NA;30,72
2;27,46;6,3;3;500;21;"Normal";52,59;NA;30,72
2;27,46;6,3;3;500;22;"Dominante";78,79;32,2;30,72
2;27,46;6,3;3;500;23;"Normal";52,81;28;30,72
2;27,46;6,3;3;500;24;"Normal";30,1;NA;30,72
2;27,46;6,3;3;500;25;"Normal";51,99;NA;30,72
2;27,46;6,3;3;500;26;"Normal";47,82;NA;30,72
2;27,46;6,3;3;500;27;"Normal";57,11;NA;30,72
2;27,46;6,3;3;500;28;"Normal";50,71;NA;30,72
2;27,46;6,3;3;500;29;"Normal";49,2;NA;30,72
2;27,46;6,3;3;500;30;"Normal";52,81;NA;30,72
2;27,46;6,3;3;500;31;"Normal";52,4;NA;30,72
2;27,46;6,3;3;500;32;"Normal";54,29;NA;30,72
2;27,46;6,3;3;500;33;"Normal";58,81;NA;30,72
2;27,46;6,3;3;500;34;"Normal";56,3;28,4;30,72
2;27,46;6,3;3;500;35;"Normal";59;NA;30,72
2;27,46;6,3;3;500;36;"Normal";54,41;NA;30,72
2;27,46;6,3;3;500;37;"Normal";60,7;NA;30,72
2;27,46;6,3;3;500;38;"Normal";55,89;NA;30,72
2;27,46;6,3;3;500;39;"Normal";53,41;NA;30,72
2;27,46;6,3;3;500;40;"Normal";44,3;NA;30,72
2;27,46;6,3;3;500;41;"Normal";55,61;NA;30,72
2;27,46;6,3;3;500;42;"Normal";54,6;NA;30,72
2;27,46;6,3;3;500;43;"Normal";57,81;NA;30,72
2;27,46;6,3;3;500;44;"Normal";56,49;NA;30,72
2;27,46;6,3;3;500;45;"Normal";56,99;28,8;30,72
2;27,46;6,3;3;500;46;"Normal";51,3;NA;30,72
2;27,46;6,3;3;500;47;"Normal";57,21;NA;30,72
2;27,46;6,3;3;500;48;"Normal";54,29;NA;30,72
2;27,46;6,3;3;500;49;"Normal";45,21;NA;30,72
2;27,46;6,3;3;500;50;"Normal";45,58;NA;30,72
2;27,46;6,3;3;500;51;"Normal";61,39;NA;30,72
2;27,46;6,3;3;500;52;"Normal";56,3;NA;30,72
2;27,46;6,3;3;500;53;"Normal";62,02;NA;30,72
2;27,46;6,3;3;500;54;"Normal";62,8;NA;30,72
2;27,46;6,3;3;500;55;"Falha";0;0;30,72
2;27,46;6,3;3;500;56;"Normal";58,4;29;30,72
2;27,46;6,3;3;500;57;"Normal";58,81;NA;30,72
2;27,46;6,3;3;500;58;"Normal";55,2;NA;30,72
2;27,46;6,3;3;500;59;"Normal";57,3;NA;30,72
2;27,46;6,3;3;500;60;"Normal";55,39;NA;30,72
2;27,46;6,3;3;500;61;"Normal";64,4;NA;30,72
2;27,46;6,3;3;500;62;"Normal";50,8;NA;30,72
2;27,46;6,3;3;500;63;"Normal";60;NA;30,72
2;27,46;6,3;3;500;64;"Normal";53,5;NA;30,72
2;27,46;6,3;3;500;65;"Normal";54,79;NA;30,72
2;27,46;6,3;3;500;66;"Normal";54,6;NA;30,72
2;27,46;6,3;3;500;67;"Normal";54;27,9;30,72
2;27,46;6,3;3;500;68;"Normal";55,01;NA;30,72
2;27,46;6,3;3;500;69;"Dominante";68,71;30,1;30,72
2;27,46;6,3;3;500;70;"Normal";55,51;NA;30,72
2;27,46;6,3;3;500;71;"Normal";44,48;NA;30,72
2;27,46;6,3;3;500;72;"Normal";54;NA;30,72
2;27,46;6,3;3;500;73;"Normal";49,2;NA;30,72
2;27,46;6,3;3;500;74;"Normal";59,78;NA;30,72
2;27,46;6,3;3;500;75;"Normal";60,79;NA;30,72
2;27,46;6,3;3;500;76;"Normal";61,61;NA;30,72
2;27,46;6,3;3;500;77;"Normal";62,99;29,3;30,72
2;27,46;6,3;3;500;78;"Normal";46,59;27,1;30,72
3;30,06;6,3;4;500;1;"Normal";57,21;22,6;24,7
3;30,06;6,3;4;500;2;"Normal";48,6;24,2;24,7
3;30,06;6,3;4;500;3;"Normal";46,81;NA;24,7
3;30,06;6,3;4;500;4;"Normal";53,09;NA;24,7
3;30,06;6,3;4;500;5;"Falha";0;NA;24,7
3;30,06;6,3;4;500;6;"Normal";46,81;NA;24,7
3;30,06;6,3;4;500;7;"Normal";55,79;NA;24,7
3;30,06;6,3;4;500;8;"Normal";52,31;NA;24,7
3;30,06;6,3;4;500;9;"Normal";46,31;NA;24,7
3;30,06;6,3;4;500;10;"Normal";47,69;NA;24,7
3;30,06;6,3;4;500;11;"Dominante";60,79;24,2;24,7
3;30,06;6,3;4;500;12;"Normal";59,78;24,2;24,7
3;30,06;6,3;4;500;13;"Normal";40,4;NA;24,7
3;30,06;6,3;4;500;14;"Normal";53;NA;24,7
3;30,06;6,3;4;500;15;"Normal";48,29;NA;24,7
3;30,06;6,3;4;500;16;"Normal";51,21;NA;24,7
3;30,06;6,3;4;500;17;"Normal";54,29;NA;24,7
3;30,06;6,3;4;500;18;"Normal";55,51;NA;24,7
3;30,06;6,3;4;500;19;"Normal";53,6;NA;24,7
3;30,06;6,3;4;500;20;"Normal";54,6;NA;24,7
3;30,06;6,3;4;500;21;"Normal";55,01;NA;24,7
3;30,06;6,3;4;500;22;"Normal";55,2;NA;24,7
3;30,06;6,3;4;500;23;"Normal";59;24,6;24,7
3;30,06;6,3;4;500;24;"Normal";53,19;NA;24,7
3;30,06;6,3;4;500;25;"Normal";47,41;NA;24,7
3;30,06;6,3;4;500;26;"Normal";51,4;NA;24,7
3;30,06;6,3;4;500;27;"Normal";54,79;NA;24,7
3;30,06;6,3;4;500;28;"Normal";56,3;NA;24,7
3;30,06;6,3;4;500;29;"Falha";0;NA;24,7
3;30,06;6,3;4;500;30;"Dominante";64,81;24,1;24,7
3;30,06;6,3;4;500;31;"Normal";43,01;NA;24,7
3;30,06;6,3;4;500;32;"Dominante";68,8;25;24,7
3;30,06;6,3;4;500;33;"Normal";35,81;NA;24,7
3;30,06;6,3;4;500;34;"Normal";45,49;23,2;24,7
3;30,06;6,3;4;500;35;"Normal";56,39;NA;24,7
3;30,06;6,3;4;500;36;"Bifurcada";56,2;NA;24,7
3;30,06;6,3;4;500;37;"Normal";44,8;NA;24,7
3;30,06;6,3;4;500;38;"Normal";59,6;NA;24,7
3;30,06;6,3;4;500;39;"Normal";54,29;NA;24,7
3;30,06;6,3;4;500;40;"Normal";59,6;NA;24,7
3;30,06;6,3;4;500;41;"Normal";56,49;NA;24,7
3;30,06;6,3;4;500;42;"Falha";0;NA;24,7
3;30,06;6,3;4;500;43;"Normal";55,89;NA;24,7
3;30,06;6,3;4;500;44;"Normal";59;NA;24,7
3;30,06;6,3;4;500;45;"Normal";51,71;24,7;24,7
3;30,06;6,3;4;500;46;"Normal";58,5;NA;24,7
3;30,06;6,3;4;500;47;"Normal";49,89;NA;24,7
3;30,06;6,3;4;500;48;"Falha";0;NA;24,7
3;30,06;6,3;4;500;49;"Dominante";60,19;24,2;24,7
3;30,06;6,3;4;500;50;"Normal";56,99;NA;24,7
3;30,06;6,3;4;500;51;"Normal";55,1;NA;24,7
3;30,06;6,3;4;500;52;"Normal";59,69;NA;24,7
3;30,06;6,3;4;500;53;"Ponta Seca";37,51;NA;24,7
3;30,06;6,3;4;500;54;"Dominante";67,01;26;24,7
3;30,06;6,3;4;500;55;"Normal";40,9;NA;24,7
3;30,06;6,3;4;500;56;"Normal";51,8;24,1;24,7
3;30,06;6,3;4;500;57;"Normal";57,99;NA;24,7
3;30,06;6,3;4;500;58;"Normal";55,51;NA;24,7
3;30,06;6,3;4;500;59;"Normal";53,6;NA;24,7
3;30,06;6,3;4;500;60;"Normal";50,8;NA;24,7
3;30,06;6,3;4;500;61;"Normal";52,81;24,6;24,7
3;30,06;6,3;4;500;62;"Normal";50,99;24,6;24,7
3;30,06;6,3;4;500;63;"Normal";51,99;24,8;24,7
3;30,06;6,3;5;500;1;"Normal";61,61;25,6;27,44
3;30,06;6,3;5;500;2;"Normal";51,11;25,9;27,44
3;30,06;6,3;5;500;3;"Normal";47,6;24,5;27,44
3;30,06;6,3;5;500;4;"Normal";59,31;NA;27,44
3;30,06;6,3;5;500;5;"Normal";54;NA;27,44
3;30,06;6,3;5;500;6;"Normal";59,5;NA;27,44
3;30,06;6,3;5;500;7;"Normal";61,2;NA;27,44
3;30,06;6,3;5;500;8;"Normal";50,61;NA;27,44
3;30,06;6,3;5;500;9;"Normal";54,51;NA;27,44
3;30,06;6,3;5;500;10;"Normal";57,99;NA;27,44
3;30,06;6,3;5;500;11;"Normal";62,71;NA;27,44
3;30,06;6,3;5;500;12;"Bifurcada Abaixo";42,41;22,8;27,44
3;30,06;6,3;5;500;13;"Bifurcada Abaixo";36;NA;27,44
3;30,06;6,3;5;500;14;"Normal";55,7;NA;27,44
3;30,06;6,3;5;500;15;"Normal";62,71;NA;27,44
3;30,06;6,3;5;500;16;"Normal";44,99;NA;27,44
3;30,06;6,3;5;500;17;"Normal";61,61;NA;27,44
3;30,06;6,3;5;500;18;"Normal";53,69;NA;27,44
3;30,06;6,3;5;500;19;"Normal";53;NA;27,44
3;30,06;6,3;5;500;20;"Normal";54,6;NA;27,44
3;30,06;6,3;5;500;21;"Normal";50,01;NA;27,44
3;30,06;6,3;5;500;22;"Normal";50,49;NA;27,44
3;30,06;6,3;5;500;23;"Normal";52,5;NA;27,44
3;30,06;6,3;5;500;24;"Normal";59,6;25,5;27,44
3;30,06;6,3;5;500;25;"Normal";56,49;NA;27,44
3;30,06;6,3;5;500;26;"Normal";54,92;NA;27,44
3;30,06;6,3;5;500;27;"Normal";36,51;NA;27,44
3;30,06;6,3;5;500;28;"Normal";57,21;NA;27,44
3;30,06;6,3;5;500;29;"Normal";52,09;NA;27,44
3;30,06;6,3;5;500;30;"Normal";60,6;NA;27,44
3;30,06;6,3;5;500;31;"Normal";61,1;NA;27,44
3;30,06;6,3;5;500;32;"Normal";55,29;NA;27,44
3;30,06;6,3;5;500;33;"Normal";55,89;NA;27,44
3;30,06;6,3;5;500;34;"Normal";62,02;NA;27,44
3;30,06;6,3;5;500;35;"Normal";40,21;23;27,44
3;30,06;6,3;5;500;36;"Normal";62,71;NA;27,44
3;30,06;6,3;5;500;37;"Normal";50,89;NA;27,44
3;30,06;6,3;5;500;38;"Normal";60,79;NA;27,44
3;30,06;6,3;5;500;39;"Normal";56,11;NA;27,44
3;30,06;6,3;5;500;40;"Normal";61,01;NA;27,44
3;30,06;6,3;5;500;41;"Normal";48,6;NA;27,44
3;30,06;6,3;5;500;42;"Normal";48,91;NA;27,44
3;30,06;6,3;5;500;43;"Normal";48,29;NA;27,44
3;30,06;6,3;5;500;44;"Falha";0;NA;27,44
3;30,06;6,3;5;500;45;"Normal";60,41;NA;27,44
3;30,06;6,3;5;500;46;"Normal";48,1;25,4;27,44
3;30,06;6,3;5;500;47;"Normal";58,5;NA;27,44
3;30,06;6,3;5;500;48;"Normal";59,78;NA;27,44
3;30,06;6,3;5;500;49;"Tombada";63,4;NA;27,44
3;30,06;6,3;5;500;50;"Normal";57,21;NA;27,44
3;30,06;6,3;5;500;51;"Normal";53,82;NA;27,44
3;30,06;6,3;5;500;52;"Normal";58,21;NA;27,44
3;30,06;6,3;5;500;53;"Dominante";63,3;27,2;27,44
3;30,06;6,3;5;500;54;"Normal";33,62;NA;27,44
3;30,06;6,3;5;500;55;"Dominante";65,31;27,2;27,44
3;30,06;6,3;5;500;56;"Normal";49,61;NA;27,44
3;30,06;6,3;5;500;57;"Normal";55,39;26,5;27,44
3;30,06;6,3;5;500;58;"Normal";56,3;NA;27,44
3;30,06;6,3;5;500;59;"Normal";52,4;NA;27,44
3;30,06;6,3;5;500;60;"Normal";57,11;NA;27,44
3;30,06;6,3;5;500;61;"Normal";59;NA;27,44
3;30,06;6,3;5;500;62;"Falha";0;NA;27,44
3;30,06;6,3;5;500;63;"Normal";56,99;NA;27,44
3;30,06;6,3;5;500;64;"Normal";54,29;NA;27,44
3;30,06;6,3;5;500;65;"Normal";57,99;NA;27,44
3;30,06;6,3;5;500;66;"Normal";57,59;NA;27,44
3;30,06;6,3;5;500;67;"Dominante";65,41;27,7;27,44
3;30,06;6,3;5;500;68;"Falha";0;NA;27,44
3;30,06;6,3;5;500;69;"Normal";57,21;NA;27,44
3;30,06;6,3;5;500;70;"Dominante";65,5;28;27,44
3;30,06;6,3;5;500;71;"Normal";49,89;NA;27,44
3;30,06;6,3;5;500;72;"Dominante";62,8;27,1;27,44
3;30,06;6,3;5;500;73;"Normal";51,9;26,2;27,44
3;30,06;6,3;6;500;1;"Dominante";61,8;28,4;27,78
3;30,06;6,3;6;500;2;"Normal";36,29;20;27,78
3;30,06;6,3;6;500;3;"Normal";57,21;NA;27,78
3;30,06;6,3;6;500;4;"Normal";61,61;NA;27,78
3;30,06;6,3;6;500;5;"Normal";54,51;NA;27,78
3;30,06;6,3;6;500;6;"Normal";61,61;NA;27,78
3;30,06;6,3;6;500;7;"Normal";52,9;NA;27,78
3;30,06;6,3;6;500;8;"Normal";52,5;NA;27,78
3;30,06;6,3;6;500;9;"Normal";52,68;NA;27,78
3;30,06;6,3;6;500;10;"Normal";53,6;NA;27,78
3;30,06;6,3;6;500;11;"Normal";51,11;NA;27,78
3;30,06;6,3;6;500;12;"Normal";52,81;25,2;27,78
3;30,06;6,3;6;500;13;"Normal";47,31;NA;27,78
3;30,06;6,3;6;500;14;"Normal";41,69;NA;27,78
3;30,06;6,3;6;500;15;"Normal";60,6;NA;27,78
3;30,06;6,3;6;500;16;"Normal";54,41;NA;27,78
3;30,06;6,3;6;500;17;"Normal";54,92;NA;27,78
3;30,06;6,3;6;500;18;"Normal";55,79;NA;27,78
3;30,06;6,3;6;500;19;"Normal";49,61;NA;27,78
3;30,06;6,3;6;500;20;"Normal";29,31;NA;27,78
3;30,06;6,3;6;500;21;"Normal";56,11;NA;27,78
3;30,06;6,3;6;500;22;"Normal";49,89;NA;27,78
3;30,06;6,3;6;500;23;"Normal";45,21;25;27,78
3;30,06;6,3;6;500;24;"Dominante";61,8;27,2;27,78
3;30,06;6,3;6;500;25;"Normal";61,01;NA;27,78
3;30,06;6,3;6;500;26;"Normal";55,01;NA;27,78
3;30,06;6,3;6;500;27;"Dominante";63,49;27,5;27,78
3;30,06;6,3;6;500;28;"Normal";53,91;NA;27,78
3;30,06;6,3;6;500;29;"Normal";61,61;NA;27,78
3;30,06;6,3;6;500;30;"Normal";41,31;NA;27,78
3;30,06;6,3;6;500;31;"Normal";45,11;NA;27,78
3;30,06;6,3;6;500;32;"Normal";59,41;NA;27,78
3;30,06;6,3;6;500;33;"Normal";57,21;NA;27,78
3;30,06;6,3;6;500;34;"Normal";61,61;27,2;27,78
3;30,06;6,3;6;500;35;"Normal";58,5;NA;27,78
3;30,06;6,3;6;500;36;"Normal";53,69;NA;27,78
3;30,06;6,3;6;500;37;"Normal";38,11;NA;27,78
3;30,06;6,3;6;500;38;"Normal";47,31;NA;27,78
3;30,06;6,3;6;500;39;"Dominante";63,99;28,3;27,78
3;30,06;6,3;6;500;40;"Normal";49,79;NA;27,78
3;30,06;6,3;6;500;41;"Dominante";65,6;27,5;27,78
3;30,06;6,3;6;500;42;"Normal";59,6;NA;27,78
3;30,06;6,3;6;500;43;"Falha";0;NA;27,78
3;30,06;6,3;6;500;44;"Falha";0;NA;27,78
3;30,06;6,3;6;500;45;"Normal";51,58;26,4;27,78
3;30,06;6,3;6;500;46;"Normal";55,51;NA;27,78
3;30,06;6,3;6;500;47;"Normal";41,59;NA;27,78
3;30,06;6,3;6;500;48;"Normal";60,51;NA;27,78
3;30,06;6,3;6;500;49;"Normal";48,29;NA;27,78
3;30,06;6,3;6;500;50;"Normal";52,9;NA;27,78
3;30,06;6,3;6;500;51;"Normal";47,5;NA;27,78
3;30,06;6,3;6;500;52;"Normal";55,1;NA;27,78
3;30,06;6,3;6;500;53;"Normal";36,51;NA;27,78
3;30,06;6,3;6;500;54;"Normal";59,78;NA;27,78
3;30,06;6,3;6;500;55;"Normal";56,39;NA;27,78
3;30,06;6,3;6;500;56;"Normal";61,51;27,2;27,78
3;30,06;6,3;6;500;57;"Normal";54,51;NA;27,78
3;30,06;6,3;6;500;58;"Normal";51,4;NA;27,78
3;30,06;6,3;6;500;59;"Normal";47,82;NA;27,78
3;30,06;6,3;6;500;60;"Normal";61,8;NA;27,78
3;30,06;6,3;6;500;61;"Normal";60,51;NA;27,78
3;30,06;6,3;6;500;62;"Normal";58,81;26,8;27,78
3;30,06;6,3;6;500;63;"Normal";44,8;24,4;27,78
3;30,06;6,3;6;500;64;"Normal";61,39;26,2;27,78
4;40,6;6,3;7;500;1;"Normal";62,8;27,5;29,24
4;40,6;6,3;7;500;2;"Normal";51,4;26,6;29,24
4;40,6;6,3;7;500;3;"Normal";58,21;NA;29,24
4;40,6;6,3;7;500;4;"Normal";33,9;NA;29,24
4;40,6;6,3;7;500;5;"Normal";56,61;NA;29,24
4;40,6;6,3;7;500;6;"Dominante";65,78;28,2;29,24
4;40,6;6,3;7;500;7;"Falha";0;NA;29,24
4;40,6;6,3;7;500;8;"Normal";52,4;NA;29,24
4;40,6;6,3;7;500;9;"Bifurcada Abaixo";53,19;NA;29,24
4;40,6;6,3;7;500;10;"Bifurcada Abaixo";39,4;NA;29,24
4;40,6;6,3;7;500;11;"Normal";53,19;NA;29,24
4;40,6;6,3;7;500;12;"Normal";57,3;NA;29,24
4;40,6;6,3;7;500;13;"Normal";47,82;27;29,24
4;40,6;6,3;7;500;14;"Normal";56,49;NA;29,24
4;40,6;6,3;7;500;15;"Normal";53;NA;29,24
4;40,6;6,3;7;500;16;"Normal";56,01;NA;29,24
4;40,6;6,3;7;500;17;"Normal";57,59;NA;29,24
4;40,6;6,3;7;500;18;"Normal";53,09;NA;29,24
