"talhao";"area";"idade";"parcela";"areaparc";"fuste";"categoria";"cap";"ht"
1;12,09;6,3;1;500;1;"Normal";66,51;25,5
1;12,09;6,3;1;500;2;"Normal";57,71;25,5
1;12,09;6,3;1;500;3;"Dominante";67,29;26,5
1;12,09;6,3;1;500;4;"Dominante";70,09;26,8
1;12,09;6,3;1;500;5;"Normal";56,49;NA
1;12,09;6,3;1;500;6;"Normal";61,39;NA
1;12,09;6,3;1;500;7;"Normal";62,39;NA
1;12,09;6,3;1;500;8;"Normal";55,1;NA
1;12,09;6,3;1;500;9;"Normal";57,59;NA
1;12,09;6,3;1;500;10;"Normal";58,21;NA
1;12,09;6,3;1;500;11;"Normal";45,11;NA
1;12,09;6,3;1;500;12;"Normal";57,3;24,5
1;12,09;6,3;1;500;13;"Normal";66,7;NA
1;12,09;6,3;1;500;14;"Normal";62,8;NA
1;12,09;6,3;1;500;15;"Normal";59,41;NA
1;12,09;6,3;1;500;16;"Normal";53,6;NA
1;12,09;6,3;1;500;17;"Normal";58,59;NA
1;12,09;6,3;1;500;18;"Normal";64,91;NA
1;12,09;6,3;1;500;19;"Normal";59,5;NA
1;12,09;6,3;1;500;20;"Normal";65,5;NA
1;12,09;6,3;1;500;21;"Normal";59,78;NA
1;12,09;6,3;1;500;22;"Normal";63,9;NA
1;12,09;6,3;1;500;23;"Normal";63,49;26,2
1;12,09;6,3;1;500;24;"Normal";56,3;NA
1;12,09;6,3;1;500;25;"Normal";66,51;NA
1;12,09;6,3;1;500;26;"Normal";49,2;NA
1;12,09;6,3;1;500;27;"Normal";65,31;NA
1;12,09;6,3;1;500;28;"Normal";55,39;NA
1;12,09;6,3;1;500;29;"Normal";59,78;NA
1;12,09;6,3;1;500;30;"Normal";51,99;NA
1;12,09;6,3;1;500;31;"Normal";59,78;NA
1;12,09;6,3;1;500;32;"Normal";57,21;NA
1;12,09;6,3;1;500;33;"Falha";0;NA
1;12,09;6,3;1;500;34;"Normal";47,09;23,8
1;12,09;6,3;1;500;35;"Normal";59,78;NA
1;12,09;6,3;1;500;36;"Normal";59,09;NA
1;12,09;6,3;1;500;37;"Normal";62,89;NA
1;12,09;6,3;1;500;38;"Normal";61,29;NA
1;12,09;6,3;1;500;39;"Normal";62,99;NA
1;12,09;6,3;1;500;40;"Normal";62,02;NA
1;12,09;6,3;1;500;41;"Normal";52,5;NA
1;12,09;6,3;1;500;42;"Normal";52,81;NA
1;12,09;6,3;1;500;43;"Normal";61,39;NA
1;12,09;6,3;1;500;44;"Bifurcada Abaixo";55,7;NA
1;12,09;6,3;1;500;45;"Bifurcada Abaixo";25,1;NA
1;12,09;6,3;1;500;46;"Normal";66,51;26,3
1;12,09;6,3;1;500;47;"Normal";42,41;NA
1;12,09;6,3;1;500;48;"Normal";63,49;NA
1;12,09;6,3;1;500;49;"Normal";64,59;NA
1;12,09;6,3;1;500;50;"Dominante";68,61;28,2
1;12,09;6,3;1;500;51;"Normal";41,91;NA
1;12,09;6,3;1;500;52;"Dominante";68,49;26,7
1;12,09;6,3;1;500;53;"Normal";63,71;NA
1;12,09;6,3;1;500;54;"Normal";51,49;NA
1;12,09;6,3;1;500;55;"Normal";60,41;26
1;12,09;6,3;1;500;56;"Dominante";67,61;27
1;12,09;6,3;1;500;57;"Normal";59,6;24,7
1;12,09;6,3;1;500;58;"Normal";56,61;25,3
2;27,46;6,3;2;500;1;"Normal";58,31;30
2;27,46;6,3;2;500;2;"Normal";59,78;30,6
2;27,46;6,3;2;500;3;"Normal";60,6;NA
2;27,46;6,3;2;500;4;"Normal";67,8;NA
2;27,46;6,3;2;500;5;"Normal";67,01;NA
2;27,46;6,3;2;500;6;"Normal";43,89;NA
2;27,46;6,3;2;500;7;"Normal";61,01;NA
2;27,46;6,3;2;500;8;"Normal";65;NA
2;27,46;6,3;2;500;9;"Normal";59,41;NA
2;27,46;6,3;2;500;10;"Normal";49,2;NA
2;27,46;6,3;2;500;11;"Normal";67,2;NA
2;27,46;6,3;2;500;12;"Normal";56,49;31,9
2;27,46;6,3;2;500;13;"Normal";41,19;NA
2;27,46;6,3;2;500;14;"Dominante";71;32,7
2;27,46;6,3;2;500;15;"Normal";69,4;NA
2;27,46;6,3;2;500;16;"Normal";51,21;NA
2;27,46;6,3;2;500;17;"Normal";68,2;NA
2;27,46;6,3;2;500;18;"Normal";60,41;NA
2;27,46;6,3;2;500;19;"Bifurcada";43,61;NA
2;27,46;6,3;2;500;20;"Normal";55,39;NA
2;27,46;6,3;2;500;21;"Normal";64,4;NA
2;27,46;6,3;2;500;22;"Normal";42,19;NA
2;27,46;6,3;2;500;23;"Normal";52,4;30,8
2;27,46;6,3;2;500;24;"Normal";50,01;NA
2;27,46;6,3;2;500;25;"Dominante";70,59;30,3
2;27,46;6,3;2;500;26;"Normal";56,39;NA
2;27,46;6,3;2;500;27;"Normal";59,91;NA
2;27,46;6,3;2;500;28;"Falha";0;0
2;27,46;6,3;2;500;29;"Normal";59,6;NA
2;27,46;6,3;2;500;30;"Falha";0;0
2;27,46;6,3;2;500;31;"Normal";66,29;NA
2;27,46;6,3;2;500;32;"Normal";59;NA
2;27,46;6,3;2;500;33;"Falha";0;NA
2;27,46;6,3;2;500;34;"Normal";62,99;33,5
2;27,46;6,3;2;500;35;"Normal";68,39;NA
2;27,46;6,3;2;500;36;"Normal";63,21;NA
2;27,46;6,3;2;500;37;"Normal";58,09;NA
2;27,46;6,3;2;500;38;"Normal";55,01;NA
2;27,46;6,3;2;500;39;"Normal";45,58;NA
2;27,46;6,3;2;500;40;"Normal";62,99;NA
2;27,46;6,3;2;500;41;"Normal";50,01;NA
2;27,46;6,3;2;500;42;"Normal";61,8;NA
2;27,46;6,3;2;500;43;"Falha";0;0
2;27,46;6,3;2;500;44;"Normal";68,61;NA
2;27,46;6,3;2;500;45;"Normal";60,1;31,6
2;27,46;6,3;2;500;46;"Dominante";70,31;32,1
2;27,46;6,3;2;500;47;"Normal";47,5;NA
2;27,46;6,3;2;500;48;"Normal";67,8;NA
2;27,46;6,3;2;500;49;"Normal";60,79;NA
2;27,46;6,3;2;500;50;"Dominante";71,6;32,6
2;27,46;6,3;2;500;51;"Normal";65,6;NA
2;27,46;6,3;2;500;52;"Normal";63,71;NA
2;27,46;6,3;2;500;53;"Normal";54;NA
2;27,46;6,3;2;500;54;"Normal";64,69;NA
2;27,46;6,3;2;500;55;"Normal";64,21;NA
2;27,46;6,3;2;500;56;"Normal";56,89;30,1
2;27,46;6,3;2;500;57;"Normal";65,78;NA
2;27,46;6,3;2;500;58;"Normal";68,3;NA
2;27,46;6,3;2;500;59;"Normal";44,61;NA
2;27,46;6,3;2;500;60;"Normal";61,39;NA
2;27,46;6,3;2;500;61;"Normal";61,2;NA
2;27,46;6,3;2;500;62;"Normal";64,5;NA
2;27,46;6,3;2;500;63;"Normal";55,01;NA
2;27,46;6,3;2;500;64;"Normal";60,29;NA
2;27,46;6,3;2;500;65;"Normal";65;NA
2;27,46;6,3;2;500;66;"Normal";67,01;NA
2;27,46;6,3;2;500;67;"Normal";57,99;31,3
2;27,46;6,3;2;500;68;"Normal";65,78;NA
2;27,46;6,3;2;500;69;"Normal";69,21;NA
2;27,46;6,3;2;500;70;"Falha";0;NA
2;27,46;6,3;2;500;71;"Normal";64,5;NA
2;27,46;6,3;2;500;72;"Normal";49,2;NA
2;27,46;6,3;2;500;73;"Normal";63,59;NA
2;27,46;6,3;2;500;74;"Normal";66,19;NA
2;27,46;6,3;2;500;75;"Falha";0;NA
2;27,46;6,3;2;500;76;"Dominante";75,4;31,6
2;27,46;6,3;2;500;77;"Normal";41,41;NA
2;27,46;6,3;2;500;78;"Normal";64,4;31,5
2;27,46;6,3;2;500;79;"Normal";66,29;NA
2;27,46;6,3;2;500;80;"Normal";63,49;NA
2;27,46;6,3;2;500;81;"Normal";59,6;30,9
2;27,46;6,3;3;500;1;"Dominante";68,2;34,3
2;27,46;6,3;3;500;2;"Normal";60,7;32,7
2;27,46;6,3;3;500;3;"Normal";58,21;NA
2;27,46;6,3;3;500;4;"Normal";63,99;NA
2;27,46;6,3;3;500;5;"Normal";64,09;NA
2;27,46;6,3;3;500;6;"Normal";61,51;NA
2;27,46;6,3;3;500;7;"Falha";0;0
2;27,46;6,3;3;500;8;"Normal";62,39;NA
2;27,46;6,3;3;500;9;"Normal";60,1;NA
2;27,46;6,3;3;500;10;"Normal";66;NA
2;27,46;6,3;3;500;11;"Falha";0;NA
2;27,46;6,3;3;500;12;"Normal";66,19;33,9
2;27,46;6,3;3;500;13;"Normal";58,5;NA
2;27,46;6,3;3;500;14;"Normal";57,21;NA
2;27,46;6,3;3;500;15;"Normal";57,4;NA
2;27,46;6,3;3;500;16;"Normal";57,3;NA
2;27,46;6,3;3;500;17;"Normal";59;NA
2;27,46;6,3;3;500;18;"Normal";55,1;NA
2;27,46;6,3;3;500;19;"Normal";60,1;NA
2;27,46;6,3;3;500;20;"Normal";63,21;NA
2;27,46;6,3;3;500;21;"Normal";61,8;NA
2;27,46;6,3;3;500;22;"Normal";58,5;NA
2;27,46;6,3;3;500;23;"Normal";66;34,1
2;27,46;6,3;3;500;24;"Normal";48,1;NA
2;27,46;6,3;3;500;25;"Normal";66,19;NA
2;27,46;6,3;3;500;26;"Normal";60;NA
2;27,46;6,3;3;500;27;"Normal";64,81;NA
2;27,46;6,3;3;500;28;"Normal";64,4;NA
2;27,46;6,3;3;500;29;"Normal";63,49;NA
2;27,46;6,3;3;500;30;"Normal";60;NA
2;27,46;6,3;3;500;31;"Normal";62,02;NA
2;27,46;6,3;3;500;32;"Normal";48,51;NA
2;27,46;6,3;3;500;33;"Normal";63,59;NA
2;27,46;6,3;3;500;34;"Dominante";66,41;33,9
2;27,46;6,3;3;500;35;"Normal";48,79;NA
2;27,46;6,3;3;500;36;"Normal";56,71;NA
2;27,46;6,3;3;500;37;"Normal";61,01;NA
2;27,46;6,3;3;500;38;"Falha";0;NA
2;27,46;6,3;3;500;39;"Normal";62,39;NA
2;27,46;6,3;3;500;40;"Normal";59,41;NA
2;27,46;6,3;3;500;41;"Normal";56,99;NA
2;27,46;6,3;3;500;42;"Normal";60,19;NA
2;27,46;6,3;3;500;43;"Falha";0;0
2;27,46;6,3;3;500;44;"Normal";59,6;NA
2;27,46;6,3;3;500;45;"Normal";65,41;33,9
2;27,46;6,3;3;500;46;"Normal";60,6;NA
2;27,46;6,3;3;500;47;"Normal";59,91;NA
2;27,46;6,3;3;500;48;"Normal";56,3;NA
2;27,46;6,3;3;500;49;"Normal";64,91;NA
2;27,46;6,3;3;500;50;"Normal";36;NA
2;27,46;6,3;3;500;51;"Normal";62,2;NA
2;27,46;6,3;3;500;52;"Normal";56,8;NA
2;27,46;6,3;3;500;53;"Normal";61,61;NA
2;27,46;6,3;3;500;54;"Normal";59;NA
2;27,46;6,3;3;500;55;"Normal";59,31;NA
2;27,46;6,3;3;500;56;"Dominante";67,01;33
2;27,46;6,3;3;500;57;"Falha";0;0
2;27,46;6,3;3;500;58;"Normal";53,6;NA
2;27,46;6,3;3;500;59;"Normal";57,81;NA
2;27,46;6,3;3;500;60;"Normal";59,91;NA
2;27,46;6,3;3;500;61;"Normal";59;NA
2;27,46;6,3;3;500;62;"Falha";0;0
2;27,46;6,3;3;500;63;"Normal";61,01;NA
2;27,46;6,3;3;500;64;"Dominante";67,7;31,7
2;27,46;6,3;3;500;65;"Normal";60,29;NA
2;27,46;6,3;3;500;66;"Normal";58,81;NA
2;27,46;6,3;3;500;67;"Normal";60,19;31,1
2;27,46;6,3;3;500;68;"Bifurcada Abaixo";19,79;NA
2;27,46;6,3;3;500;69;"Dominante";72,01;31
2;27,46;6,3;3;500;70;"Normal";51,71;NA
2;27,46;6,3;3;500;71;"Normal";57,4;NA
2;27,46;6,3;3;500;72;"Normal";52,59;NA
2;27,46;6,3;3;500;73;"Normal";61,01;NA
2;27,46;6,3;3;500;74;"Normal";61,39;NA
2;27,46;6,3;3;500;75;"Normal";57,21;NA
2;27,46;6,3;3;500;76;"Normal";61,01;NA
2;27,46;6,3;3;500;77;"Normal";56,99;NA
2;27,46;6,3;3;500;78;"Falha";0;NA
2;27,46;6,3;3;500;79;"Normal";61,01;32,2
2;27,46;6,3;3;500;80;"Normal";61,01;31,2
2;27,46;6,3;4;500;1;"Dominante";73,61;31
2;27,46;6,3;4;500;2;"Normal";56,01;28,8
2;27,46;6,3;4;500;3;"Normal";50,01;NA
2;27,46;6,3;4;500;4;"Normal";57,99;NA
2;27,46;6,3;4;500;5;"Falha";0;NA
2;27,46;6,3;4;500;6;"Normal";52,4;NA
2;27,46;6,3;4;500;7;"Normal";52,21;NA
2;27,46;6,3;4;500;8;"Normal";56,99;NA
2;27,46;6,3;4;500;9;"Normal";56,8;NA
2;27,46;6,3;4;500;10;"Normal";57,59;NA
2;27,46;6,3;4;500;11;"Normal";47,19;NA
2;27,46;6,3;4;500;12;"Normal";53,31;27,7
2;27,46;6,3;4;500;13;"Normal";49,79;NA
2;27,46;6,3;4;500;14;"Normal";53;NA
2;27,46;6,3;4;500;15;"Normal";57,99;NA
2;27,46;6,3;4;500;16;"Falha";0;0
2;27,46;6,3;4;500;17;"Dominante";69,81;29
2;27,46;6,3;4;500;18;"Dominante";73,98;31,3
2;27,46;6,3;4;500;19;"Falha";0;0
2;27,46;6,3;4;500;20;"Normal";59,09;NA
2;27,46;6,3;4;500;21;"Normal";52,59;NA
2;27,46;6,3;4;500;22;"Dominante";78,79;32,2
2;27,46;6,3;4;500;23;"Normal";52,81;28
2;27,46;6,3;4;500;24;"Normal";30,1;NA
2;27,46;6,3;4;500;25;"Normal";51,99;NA
2;27,46;6,3;4;500;26;"Normal";47,82;NA
2;27,46;6,3;4;500;27;"Normal";57,11;NA
2;27,46;6,3;4;500;28;"Normal";50,71;NA
2;27,46;6,3;4;500;29;"Normal";49,2;NA
2;27,46;6,3;4;500;30;"Normal";52,81;NA
2;27,46;6,3;4;500;31;"Normal";52,4;NA
2;27,46;6,3;4;500;32;"Normal";54,29;NA
2;27,46;6,3;4;500;33;"Normal";58,81;NA
2;27,46;6,3;4;500;34;"Normal";56,3;28,4
2;27,46;6,3;4;500;35;"Normal";59;NA
2;27,46;6,3;4;500;36;"Normal";54,41;NA
2;27,46;6,3;4;500;37;"Normal";60,7;NA
2;27,46;6,3;4;500;38;"Normal";55,89;NA
2;27,46;6,3;4;500;39;"Normal";53,41;NA
2;27,46;6,3;4;500;40;"Normal";44,3;NA
2;27,46;6,3;4;500;41;"Normal";55,61;NA
2;27,46;6,3;4;500;42;"Normal";54,6;NA
2;27,46;6,3;4;500;43;"Normal";57,81;NA
2;27,46;6,3;4;500;44;"Normal";56,49;NA
2;27,46;6,3;4;500;45;"Normal";56,99;28,8
2;27,46;6,3;4;500;46;"Normal";51,3;NA
2;27,46;6,3;4;500;47;"Normal";57,21;NA
2;27,46;6,3;4;500;48;"Normal";54,29;NA
2;27,46;6,3;4;500;49;"Normal";45,21;NA
2;27,46;6,3;4;500;50;"Normal";45,58;NA
2;27,46;6,3;4;500;51;"Normal";61,39;NA
2;27,46;6,3;4;500;52;"Normal";56,3;NA
2;27,46;6,3;4;500;53;"Normal";62,02;NA
2;27,46;6,3;4;500;54;"Normal";62,8;NA
2;27,46;6,3;4;500;55;"Falha";0;0
2;27,46;6,3;4;500;56;"Normal";58,4;29
2;27,46;6,3;4;500;57;"Normal";58,81;NA
2;27,46;6,3;4;500;58;"Normal";55,2;NA
2;27,46;6,3;4;500;59;"Normal";57,3;NA
2;27,46;6,3;4;500;60;"Normal";55,39;NA
2;27,46;6,3;4;500;61;"Normal";64,4;NA
2;27,46;6,3;4;500;62;"Normal";50,8;NA
2;27,46;6,3;4;500;63;"Normal";60;NA
2;27,46;6,3;4;500;64;"Normal";53,5;NA
2;27,46;6,3;4;500;65;"Normal";54,79;NA
2;27,46;6,3;4;500;66;"Normal";54,6;NA
2;27,46;6,3;4;500;67;"Normal";54;27,9
2;27,46;6,3;4;500;68;"Normal";55,01;NA
2;27,46;6,3;4;500;69;"Dominante";68,71;30,1
2;27,46;6,3;4;500;70;"Normal";55,51;NA
2;27,46;6,3;4;500;71;"Normal";44,48;NA
2;27,46;6,3;4;500;72;"Normal";54;NA
2;27,46;6,3;4;500;73;"Normal";49,2;NA
2;27,46;6,3;4;500;74;"Normal";59,78;NA
2;27,46;6,3;4;500;75;"Normal";60,79;NA
2;27,46;6,3;4;500;76;"Normal";61,61;NA
2;27,46;6,3;4;500;77;"Normal";62,99;29,3
2;27,46;6,3;4;500;78;"Normal";46,59;27,1
3;30,06;6,3;5;500;1;"Normal";57,21;22,6
3;30,06;6,3;5;500;2;"Normal";48,6;24,2
3;30,06;6,3;5;500;3;"Normal";46,81;NA
3;30,06;6,3;5;500;4;"Normal";53,09;NA
3;30,06;6,3;5;500;5;"Falha";0;NA
3;30,06;6,3;5;500;6;"Normal";46,81;NA
3;30,06;6,3;5;500;7;"Normal";55,79;NA
3;30,06;6,3;5;500;8;"Normal";52,31;NA
3;30,06;6,3;5;500;9;"Normal";46,31;NA
3;30,06;6,3;5;500;10;"Normal";47,69;NA
3;30,06;6,3;5;500;11;"Dominante";60,79;24,2
3;30,06;6,3;5;500;12;"Normal";59,78;24,2
3;30,06;6,3;5;500;13;"Normal";40,4;NA
3;30,06;6,3;5;500;14;"Normal";53;NA
3;30,06;6,3;5;500;15;"Normal";48,29;NA
3;30,06;6,3;5;500;16;"Normal";51,21;NA
3;30,06;6,3;5;500;17;"Normal";54,29;NA
3;30,06;6,3;5;500;18;"Normal";55,51;NA
3;30,06;6,3;5;500;19;"Normal";53,6;NA
3;30,06;6,3;5;500;20;"Normal";54,6;NA
3;30,06;6,3;5;500;21;"Normal";55,01;NA
3;30,06;6,3;5;500;22;"Normal";55,2;NA
3;30,06;6,3;5;500;23;"Normal";59;24,6
3;30,06;6,3;5;500;24;"Normal";53,19;NA
3;30,06;6,3;5;500;25;"Normal";47,41;NA
3;30,06;6,3;5;500;26;"Normal";51,4;NA
3;30,06;6,3;5;500;27;"Normal";54,79;NA
3;30,06;6,3;5;500;28;"Normal";56,3;NA
3;30,06;6,3;5;500;29;"Falha";0;NA
3;30,06;6,3;5;500;30;"Dominante";64,81;24,1
3;30,06;6,3;5;500;31;"Normal";43,01;NA
3;30,06;6,3;5;500;32;"Dominante";68,8;25
3;30,06;6,3;5;500;33;"Normal";35,81;NA
3;30,06;6,3;5;500;34;"Normal";45,49;23,2
3;30,06;6,3;5;500;35;"Normal";56,39;NA
3;30,06;6,3;5;500;36;"Bifurcada";56,2;NA
3;30,06;6,3;5;500;37;"Normal";44,8;NA
3;30,06;6,3;5;500;38;"Normal";59,6;NA
3;30,06;6,3;5;500;39;"Normal";54,29;NA
3;30,06;6,3;5;500;40;"Normal";59,6;NA
3;30,06;6,3;5;500;41;"Normal";56,49;NA
3;30,06;6,3;5;500;42;"Falha";0;NA
3;30,06;6,3;5;500;43;"Normal";55,89;NA
3;30,06;6,3;5;500;44;"Normal";59;NA
3;30,06;6,3;5;500;45;"Normal";51,71;24,7
3;30,06;6,3;5;500;46;"Normal";58,5;NA
3;30,06;6,3;5;500;47;"Normal";49,89;NA
3;30,06;6,3;5;500;48;"Falha";0;NA
3;30,06;6,3;5;500;49;"Dominante";60,19;24,2
3;30,06;6,3;5;500;50;"Normal";56,99;NA
3;30,06;6,3;5;500;51;"Normal";55,1;NA
3;30,06;6,3;5;500;52;"Normal";59,69;NA
3;30,06;6,3;5;500;53;"Ponta Seca";37,51;NA
3;30,06;6,3;5;500;54;"Dominante";67,01;26
3;30,06;6,3;5;500;55;"Normal";40,9;NA
3;30,06;6,3;5;500;56;"Normal";51,8;24,1
3;30,06;6,3;5;500;57;"Normal";57,99;NA
3;30,06;6,3;5;500;58;"Normal";55,51;NA
3;30,06;6,3;5;500;59;"Normal";53,6;NA
3;30,06;6,3;5;500;60;"Normal";50,8;NA
3;30,06;6,3;5;500;61;"Normal";52,81;24,6
3;30,06;6,3;5;500;62;"Normal";50,99;24,6
3;30,06;6,3;5;500;63;"Normal";51,99;24,8
3;30,06;6,3;6;500;1;"Normal";61,61;25,6
3;30,06;6,3;6;500;2;"Normal";51,11;25,9
3;30,06;6,3;6;500;3;"Normal";47,6;24,5
3;30,06;6,3;6;500;4;"Normal";59,31;NA
3;30,06;6,3;6;500;5;"Normal";54;NA
3;30,06;6,3;6;500;6;"Normal";59,5;NA
3;30,06;6,3;6;500;7;"Normal";61,2;NA
3;30,06;6,3;6;500;8;"Normal";50,61;NA
3;30,06;6,3;6;500;9;"Normal";54,51;NA
3;30,06;6,3;6;500;10;"Normal";57,99;NA
3;30,06;6,3;6;500;11;"Normal";62,71;NA
3;30,06;6,3;6;500;12;"Bifurcada Abaixo";42,41;22,8
3;30,06;6,3;6;500;13;"Bifurcada Abaixo";36;NA
3;30,06;6,3;6;500;14;"Normal";55,7;NA
3;30,06;6,3;6;500;15;"Normal";62,71;NA
3;30,06;6,3;6;500;16;"Normal";44,99;NA
3;30,06;6,3;6;500;17;"Normal";61,61;NA
3;30,06;6,3;6;500;18;"Normal";53,69;NA
3;30,06;6,3;6;500;19;"Normal";53;NA
3;30,06;6,3;6;500;20;"Normal";54,6;NA
3;30,06;6,3;6;500;21;"Normal";50,01;NA
3;30,06;6,3;6;500;22;"Normal";50,49;NA
3;30,06;6,3;6;500;23;"Normal";52,5;NA
3;30,06;6,3;6;500;24;"Normal";59,6;25,5
3;30,06;6,3;6;500;25;"Normal";56,49;NA
3;30,06;6,3;6;500;26;"Normal";54,92;NA
3;30,06;6,3;6;500;27;"Normal";36,51;NA
3;30,06;6,3;6;500;28;"Normal";57,21;NA
3;30,06;6,3;6;500;29;"Normal";52,09;NA
3;30,06;6,3;6;500;30;"Normal";60,6;NA
3;30,06;6,3;6;500;31;"Normal";61,1;NA
3;30,06;6,3;6;500;32;"Normal";55,29;NA
3;30,06;6,3;6;500;33;"Normal";55,89;NA
3;30,06;6,3;6;500;34;"Normal";62,02;NA
3;30,06;6,3;6;500;35;"Normal";40,21;23
3;30,06;6,3;6;500;36;"Normal";62,71;NA
3;30,06;6,3;6;500;37;"Normal";50,89;NA
3;30,06;6,3;6;500;38;"Normal";60,79;NA
3;30,06;6,3;6;500;39;"Normal";56,11;NA
3;30,06;6,3;6;500;40;"Normal";61,01;NA
3;30,06;6,3;6;500;41;"Normal";48,6;NA
3;30,06;6,3;6;500;42;"Normal";48,91;NA
3;30,06;6,3;6;500;43;"Normal";48,29;NA
3;30,06;6,3;6;500;44;"Falha";0;NA
3;30,06;6,3;6;500;45;"Normal";60,41;NA
3;30,06;6,3;6;500;46;"Normal";48,1;25,4
3;30,06;6,3;6;500;47;"Normal";58,5;NA
3;30,06;6,3;6;500;48;"Normal";59,78;NA
3;30,06;6,3;6;500;49;"Tombada";63,4;NA
3;30,06;6,3;6;500;50;"Normal";57,21;NA
3;30,06;6,3;6;500;51;"Normal";53,82;NA
3;30,06;6,3;6;500;52;"Normal";58,21;NA
3;30,06;6,3;6;500;53;"Dominante";63,3;27,2
3;30,06;6,3;6;500;54;"Normal";33,62;NA
3;30,06;6,3;6;500;55;"Dominante";65,31;27,2
3;30,06;6,3;6;500;56;"Normal";49,61;NA
3;30,06;6,3;6;500;57;"Normal";55,39;26,5
3;30,06;6,3;6;500;58;"Normal";56,3;NA
3;30,06;6,3;6;500;59;"Normal";52,4;NA
3;30,06;6,3;6;500;60;"Normal";57,11;NA
3;30,06;6,3;6;500;61;"Normal";59;NA
3;30,06;6,3;6;500;62;"Falha";0;NA
3;30,06;6,3;6;500;63;"Normal";56,99;NA
3;30,06;6,3;6;500;64;"Normal";54,29;NA
3;30,06;6,3;6;500;65;"Normal";57,99;NA
3;30,06;6,3;6;500;66;"Normal";57,59;NA
3;30,06;6,3;6;500;67;"Dominante";65,41;27,7
3;30,06;6,3;6;500;68;"Falha";0;NA
3;30,06;6,3;6;500;69;"Normal";57,21;NA
3;30,06;6,3;6;500;70;"Dominante";65,5;28
3;30,06;6,3;6;500;71;"Normal";49,89;NA
3;30,06;6,3;6;500;72;"Dominante";62,8;27,1
3;30,06;6,3;6;500;73;"Normal";51,9;26,2
3;30,06;6,3;7;500;1;"Dominante";61,8;28,4
3;30,06;6,3;7;500;2;"Normal";36,29;20
3;30,06;6,3;7;500;3;"Normal";57,21;NA
3;30,06;6,3;7;500;4;"Normal";61,61;NA
3;30,06;6,3;7;500;5;"Normal";54,51;NA
3;30,06;6,3;7;500;6;"Normal";61,61;NA
3;30,06;6,3;7;500;7;"Normal";52,9;NA
3;30,06;6,3;7;500;8;"Normal";52,5;NA
3;30,06;6,3;7;500;9;"Normal";52,68;NA
3;30,06;6,3;7;500;10;"Normal";53,6;NA
3;30,06;6,3;7;500;11;"Normal";51,11;NA
3;30,06;6,3;7;500;12;"Normal";52,81;25,2
3;30,06;6,3;7;500;13;"Normal";47,31;NA
3;30,06;6,3;7;500;14;"Normal";41,69;NA
3;30,06;6,3;7;500;15;"Normal";60,6;NA
3;30,06;6,3;7;500;16;"Normal";54,41;NA
3;30,06;6,3;7;500;17;"Normal";54,92;NA
3;30,06;6,3;7;500;18;"Normal";55,79;NA
3;30,06;6,3;7;500;19;"Normal";49,61;NA
3;30,06;6,3;7;500;20;"Normal";29,31;NA
3;30,06;6,3;7;500;21;"Normal";56,11;NA
3;30,06;6,3;7;500;22;"Normal";49,89;NA
3;30,06;6,3;7;500;23;"Normal";45,21;25
3;30,06;6,3;7;500;24;"Dominante";61,8;27,2
3;30,06;6,3;7;500;25;"Normal";61,01;NA
3;30,06;6,3;7;500;26;"Normal";55,01;NA
3;30,06;6,3;7;500;27;"Dominante";63,49;27,5
3;30,06;6,3;7;500;28;"Normal";53,91;NA
3;30,06;6,3;7;500;29;"Normal";61,61;NA
3;30,06;6,3;7;500;30;"Normal";41,31;NA
3;30,06;6,3;7;500;31;"Normal";45,11;NA
3;30,06;6,3;7;500;32;"Normal";59,41;NA
3;30,06;6,3;7;500;33;"Normal";57,21;NA
3;30,06;6,3;7;500;34;"Normal";61,61;27,2
3;30,06;6,3;7;500;35;"Normal";58,5;NA
3;30,06;6,3;7;500;36;"Normal";53,69;NA
3;30,06;6,3;7;500;37;"Normal";38,11;NA
3;30,06;6,3;7;500;38;"Normal";47,31;NA
3;30,06;6,3;7;500;39;"Dominante";63,99;28,3
3;30,06;6,3;7;500;40;"Normal";49,79;NA
3;30,06;6,3;7;500;41;"Dominante";65,6;27,5
3;30,06;6,3;7;500;42;"Normal";59,6;NA
3;30,06;6,3;7;500;43;"Falha";0;NA
3;30,06;6,3;7;500;44;"Falha";0;NA
3;30,06;6,3;7;500;45;"Normal";51,58;26,4
3;30,06;6,3;7;500;46;"Normal";55,51;NA
3;30,06;6,3;7;500;47;"Normal";41,59;NA
3;30,06;6,3;7;500;48;"Normal";60,51;NA
3;30,06;6,3;7;500;49;"Normal";48,29;NA
3;30,06;6,3;7;500;50;"Normal";52,9;NA
3;30,06;6,3;7;500;51;"Normal";47,5;NA
3;30,06;6,3;7;500;52;"Normal";55,1;NA
3;30,06;6,3;7;500;53;"Normal";36,51;NA
3;30,06;6,3;7;500;54;"Normal";59,78;NA
3;30,06;6,3;7;500;55;"Normal";56,39;NA
3;30,06;6,3;7;500;56;"Normal";61,51;27,2
3;30,06;6,3;7;500;57;"Normal";54,51;NA
3;30,06;6,3;7;500;58;"Normal";51,4;NA
3;30,06;6,3;7;500;59;"Normal";47,82;NA
3;30,06;6,3;7;500;60;"Normal";61,8;NA
3;30,06;6,3;7;500;61;"Normal";60,51;NA
3;30,06;6,3;7;500;62;"Normal";58,81;26,8
3;30,06;6,3;7;500;63;"Normal";44,8;24,4
3;30,06;6,3;7;500;64;"Normal";61,39;26,2
