"talhao";"area";"idade";"parcela";"areaparc";"fuste";"categoria";"cap";"ht"
16;41,38;6,3;28;500;13;"Normal";47,69;NA
16;41,38;6,3;28;500;14;"Normal";51,49;NA
16;41,38;6,3;28;500;15;"Normal";30,79;NA
16;41,38;6,3;28;500;16;"Normal";56,01;NA
16;41,38;6,3;28;500;17;"Normal";56,99;NA
16;41,38;6,3;28;500;18;"Normal";44,3;NA
16;41,38;6,3;28;500;19;"Normal";56,3;NA
16;41,38;6,3;28;500;20;"Normal";39,4;NA
16;41,38;6,3;28;500;21;"Normal";35;NA
16;41,38;6,3;28;500;22;"Normal";59;NA
16;41,38;6,3;28;500;23;"Normal";53;25,1
16;41,38;6,3;28;500;24;"Normal";12,6;NA
16;41,38;6,3;28;500;25;"Normal";54,51;25,3
16;41,38;6,3;28;500;26;"Normal";56,01;26,2
16;41,38;6,3;28;500;27;"Normal";19,89;10,5
16;41,38;6,3;28;500;28;"Normal";47,91;25,4
16;41,38;6,3;28;500;29;"Normal";51,71;26
16;41,38;6,3;28;500;30;"Normal";55,51;26,9
16;41,38;6,3;28;500;31;"Normal";51,99;27
16;41,38;6,3;28;500;32;"Normal";52,5;26,9
16;41,38;6,3;28;500;33;"Normal";49,01;25,3
16;41,38;6,3;28;500;34;"Normal";44,8;NA
16;41,38;6,3;28;500;35;"Normal";54;NA
16;41,38;6,3;28;500;36;"Normal";45,71;NA
16;41,38;6,3;28;500;37;"Normal";53,09;NA
16;41,38;6,3;28;500;38;"Normal";52,81;NA
16;41,38;6,3;28;500;39;"Normal";37,38;NA
16;41,38;6,3;28;500;40;"Falha";0;NA
16;41,38;6,3;28;500;41;"Dominante";65,5;28
16;41,38;6,3;28;500;42;"Normal";56,71;NA
16;41,38;6,3;28;500;43;"Normal";35;NA
16;41,38;6,3;28;500;44;"Normal";54,51;NA
16;41,38;6,3;28;500;45;"Normal";49,01;NA
16;41,38;6,3;28;500;46;"Normal";57,49;NA
16;41,38;6,3;28;500;47;"Normal";56,49;NA
16;41,38;6,3;28;500;48;"Normal";38,48;NA
16;41,38;6,3;28;500;49;"Normal";45,21;NA
16;41,38;6,3;28;500;50;"Normal";56,49;NA
16;41,38;6,3;28;500;51;"Dominante";60;27,9
16;41,38;6,3;28;500;52;"Falha";0;NA
16;41,38;6,3;28;500;53;"Normal";44,61;NA
16;41,38;6,3;28;500;54;"Normal";53,5;NA
16;41,38;6,3;28;500;55;"Normal";47,19;NA
16;41,38;6,3;28;500;56;"Normal";48,91;NA
16;41,38;6,3;28;500;57;"Normal";51,3;NA
16;41,38;6,3;28;500;58;"Normal";56,01;NA
16;41,38;6,3;28;500;59;"Dominante";62,39;28,2
16;41,38;6,3;28;500;60;"Normal";35,81;NA
16;41,38;6,3;28;500;61;"Normal";50,39;NA
16;41,38;6,3;28;500;62;"Normal";51,99;NA
16;41,38;6,3;28;500;63;"Normal";32,01;NA
16;41,38;6,3;28;500;64;"Normal";51,99;NA
16;41,38;6,3;28;500;65;"Normal";43,2;NA
16;41,38;6,3;28;500;66;"Normal";57,99;NA
16;41,38;6,3;28;500;67;"Normal";21,99;NA
7;48,15;6,3;29;500;1;"Normal";50,01;27,9
7;48,15;6,3;29;500;2;"Normal";55,7;28
7;48,15;6,3;29;500;3;"Normal";36,19;NA
7;48,15;6,3;29;500;4;"Normal";32,99;NA
7;48,15;6,3;29;500;5;"Normal";53,09;NA
7;48,15;6,3;29;500;6;"Normal";28,31;NA
7;48,15;6,3;29;500;7;"Normal";50,3;NA
7;48,15;6,3;29;500;8;"Normal";46,9;NA
7;48,15;6,3;29;500;9;"Normal";46,21;NA
7;48,15;6,3;29;500;10;"Normal";57,3;NA
7;48,15;6,3;29;500;11;"Normal";40,81;NA
7;48,15;6,3;29;500;12;"Normal";46,21;26,4
7;48,15;6,3;29;500;13;"Normal";50,01;NA
7;48,15;6,3;29;500;14;"Normal";48,51;NA
7;48,15;6,3;29;500;15;"Normal";48;NA
7;48,15;6,3;29;500;16;"Normal";53,5;NA
7;48,15;6,3;29;500;17;"Falha";0;NA
7;48,15;6,3;29;500;18;"Falha";0;NA
7;48,15;6,3;29;500;19;"Dominante";59,31;29,4
7;48,15;6,3;29;500;20;"Normal";53;NA
7;48,15;6,3;29;500;21;"Normal";38,2;NA
7;48,15;6,3;29;500;22;"Dominante";62,99;29,2
7;48,15;6,3;29;500;23;"Normal";54,7;26,2
7;48,15;6,3;29;500;24;"Normal";52,4;NA
7;48,15;6,3;29;500;25;"Normal";54,51;NA
7;48,15;6,3;29;500;26;"Normal";39,49;NA
7;48,15;6,3;29;500;27;"Normal";47,31;NA
7;48,15;6,3;29;500;28;"Normal";48,6;NA
7;48,15;6,3;29;500;29;"Normal";53,5;NA
7;48,15;6,3;29;500;30;"Dominante";62,02;29,6
7;48,15;6,3;29;500;31;"Normal";55,7;NA
7;48,15;6,3;29;500;32;"Dominante";60,7;29
7;48,15;6,3;29;500;33;"Normal";54,1;NA
7;48,15;6,3;29;500;34;"Normal";49,51;24,5
7;48,15;6,3;29;500;35;"Normal";51,21;NA
7;48,15;6,3;29;500;36;"Normal";36,79;NA
7;48,15;6,3;29;500;37;"Normal";25,51;NA
7;48,15;6,3;29;500;38;"Normal";47,69;NA
7;48,15;6,3;29;500;39;"Normal";49,51;NA
7;48,15;6,3;29;500;40;"Normal";45,3;NA
7;48,15;6,3;29;500;41;"Normal";42,19;NA
7;48,15;6,3;29;500;42;"Normal";53,5;NA
7;48,15;6,3;29;500;43;"Normal";47,5;NA
7;48,15;6,3;29;500;44;"Normal";46,59;NA
7;48,15;6,3;29;500;45;"Dominante";61,29;28,7
7;48,15;6,3;29;500;46;"Normal";53,6;NA
7;48,15;6,3;29;500;47;"Normal";51,49;NA
7;48,15;6,3;29;500;48;"Normal";50,49;NA
7;48,15;6,3;29;500;49;"Normal";49,79;NA
7;48,15;6,3;29;500;50;"Normal";53,41;NA
7;48,15;6,3;29;500;51;"Normal";28,9;NA
7;48,15;6,3;29;500;52;"Falha";0;NA
7;48,15;6,3;29;500;53;"Normal";47,91;NA
7;48,15;6,3;29;500;54;"Normal";44,2;NA
7;48,15;6,3;29;500;55;"Normal";52,21;NA
7;48,15;6,3;29;500;56;"Normal";55,7;28,2
7;48,15;6,3;29;500;57;"Normal";51,71;NA
7;48,15;6,3;29;500;58;"Normal";49,39;23,8
7;48,15;6,3;29;500;59;"Normal";42,29;26,4
7;48,15;6,3;29;500;60;"Normal";49,7;26,5
7;48,15;6,3;30;500;1;"Normal";57,4;25,9
7;48,15;6,3;30;500;2;"Normal";47,6;25,7
7;48,15;6,3;30;500;3;"Normal";42,51;NA
7;48,15;6,3;30;500;4;"Normal";52,59;NA
7;48,15;6,3;30;500;5;"Normal";44,48;NA
7;48,15;6,3;30;500;6;"Dominante";59;28
7;48,15;6,3;30;500;7;"Falha";0;NA
7;48,15;6,3;30;500;8;"Normal";51,21;NA
7;48,15;6,3;30;500;9;"Normal";51,8;NA
7;48,15;6,3;30;500;10;"Bifurcada Abaixo";42,51;NA
7;48,15;6,3;30;500;11;"Bifurcada Abaixo";32,01;NA
7;48,15;6,3;30;500;12;"Normal";51,49;NA
7;48,15;6,3;30;500;13;"Normal";38,48;22,6
7;48,15;6,3;30;500;14;"Normal";49,61;NA
7;48,15;6,3;30;500;15;"Dominante";59;27,9
7;48,15;6,3;30;500;16;"Normal";52,5;NA
7;48,15;6,3;30;500;17;"Normal";41,31;NA
7;48,15;6,3;30;500;18;"Falha";0;NA
7;48,15;6,3;30;500;19;"Normal";55,61;NA
7;48,15;6,3;30;500;20;"Normal";42,91;NA
7;48,15;6,3;30;500;21;"Dominante";61,51;28
7;48,15;6,3;30;500;22;"Normal";56,99;NA
7;48,15;6,3;30;500;23;"Dominante";58,4;27,8
7;48,15;6,3;30;500;24;"Normal";50,49;25,1
7;48,15;6,3;30;500;25;"Normal";56,01;NA
7;48,15;6,3;30;500;26;"Normal";54,29;NA
7;48,15;6,3;30;500;27;"Normal";55,79;NA
7;48,15;6,3;30;500;28;"Normal";53,5;NA
7;48,15;6,3;30;500;29;"Normal";51,99;NA
7;48,15;6,3;30;500;30;"Normal";54,6;NA
7;48,15;6,3;30;500;31;"Normal";55,89;NA
7;48,15;6,3;30;500;32;"Normal";49,51;NA
7;48,15;6,3;30;500;33;"Normal";49,1;NA
7;48,15;6,3;30;500;34;"Normal";54,6;NA
7;48,15;6,3;30;500;35;"Normal";49,51;26
7;48,15;6,3;30;500;36;"Normal";52,09;NA
7;48,15;6,3;30;500;37;"Normal";54,29;NA
7;48,15;6,3;30;500;38;"Normal";45,49;NA
7;48,15;6,3;30;500;39;"Normal";46,31;NA
7;48,15;6,3;30;500;40;"Normal";53,41;NA
7;48,15;6,3;30;500;41;"Normal";39,3;NA
7;48,15;6,3;30;500;42;"Normal";47;NA
7;48,15;6,3;30;500;43;"Normal";44,01;NA
7;48,15;6,3;30;500;44;"Normal";41,81;NA
7;48,15;6,3;30;500;45;"Normal";53,19;NA
7;48,15;6,3;30;500;46;"Normal";54,19;26
7;48,15;6,3;30;500;47;"Normal";35,5;NA
7;48,15;6,3;30;500;48;"Normal";56,61;NA
7;48,15;6,3;30;500;49;"Normal";53,41;NA
7;48,15;6,3;30;500;50;"Normal";51,71;NA
7;48,15;6,3;30;500;51;"Normal";53,5;NA
7;48,15;6,3;30;500;52;"Normal";49,29;NA
7;48,15;6,3;30;500;53;"Normal";52,4;NA
7;48,15;6,3;30;500;54;"Normal";56,39;NA
7;48,15;6,3;30;500;55;"Normal";50,89;NA
7;48,15;6,3;30;500;56;"Dominante";62,02;27,3
7;48,15;6,3;30;500;57;"Normal";51,11;26,8
7;48,15;6,3;30;500;58;"Falha";0;NA
7;48,15;6,3;30;500;59;"Normal";44,7;26,2
7;48,15;6,3;30;500;60;"Normal";50,99;26,5
7;48,15;6,3;30;500;61;"Normal";45,9;25
17;7,5;6,3;31;500;1;"Normal";47,5;23,9
17;7,5;6,3;31;500;2;"Normal";52,31;25,7
17;7,5;6,3;31;500;3;"Normal";55,01;26,8
17;7,5;6,3;31;500;4;"Normal";50,49;NA
17;7,5;6,3;31;500;5;"Normal";32,2;NA
17;7,5;6,3;31;500;6;"Normal";42,51;NA
17;7,5;6,3;31;500;7;"Normal";50,8;NA
17;7,5;6,3;31;500;8;"Normal";53;NA
17;7,5;6,3;31;500;9;"Normal";38,11;NA
17;7,5;6,3;31;500;10;"Normal";56,3;NA
17;7,5;6,3;31;500;11;"Dominante";63,99;27,3
17;7,5;6,3;31;500;12;"Normal";40,81;22
17;7,5;6,3;31;500;13;"Normal";53,09;NA
17;7,5;6,3;31;500;14;"Normal";60;NA
17;7,5;6,3;31;500;15;"Normal";59,5;NA
17;7,5;6,3;31;500;16;"Normal";59,6;NA
17;7,5;6,3;31;500;17;"Normal";38,99;NA
17;7,5;6,3;31;500;18;"Normal";45,21;NA
17;7,5;6,3;31;500;19;"Normal";60,29;NA
17;7,5;6,3;31;500;20;"Normal";56,61;NA
17;7,5;6,3;31;500;21;"Normal";39,99;NA
17;7,5;6,3;31;500;22;"Dominante";62,8;27,9
17;7,5;6,3;31;500;23;"Normal";48,51;24,6
17;7,5;6,3;31;500;24;"Normal";49,51;NA
17;7,5;6,3;31;500;25;"Normal";57,3;NA
17;7,5;6,3;31;500;26;"Dominante";62,02;28
17;7,5;6,3;31;500;27;"Normal";53,6;NA
17;7,5;6,3;31;500;28;"Dominante";66;29
17;7,5;6,3;31;500;29;"Normal";50,39;NA
17;7,5;6,3;31;500;30;"Normal";56,99;NA
17;7,5;6,3;31;500;31;"Normal";58,68;NA
17;7,5;6,3;31;500;32;"Normal";48,51;NA
17;7,5;6,3;31;500;33;"Normal";47,6;NA
17;7,5;6,3;31;500;34;"Normal";34,4;21,3
17;7,5;6,3;31;500;35;"Normal";39,9;NA
17;7,5;6,3;31;500;36;"Normal";47,19;NA
17;7,5;6,3;31;500;37;"Normal";49,2;NA
17;7,5;6,3;31;500;38;"Normal";49,01;NA
17;7,5;6,3;31;500;39;"Normal";58,4;NA
17;7,5;6,3;31;500;40;"Tombada";48,51;NA
17;7,5;6,3;31;500;41;"Normal";38,01;NA
17;7,5;6,3;31;500;42;"Normal";40,59;NA
17;7,5;6,3;31;500;43;"Normal";43,2;NA
17;7,5;6,3;31;500;44;"Normal";29,91;NA
17;7,5;6,3;31;500;45;"Dominante";65;26,9
17;7,5;6,3;31;500;46;"Falha";0;NA
17;7,5;6,3;31;500;47;"Tombada";55,79;NA
17;7,5;6,3;31;500;48;"Normal";49,51;NA
17;7,5;6,3;31;500;49;"Normal";52,5;NA
17;7,5;6,3;31;500;50;"Normal";36,19;NA
17;7,5;6,3;31;500;51;"Normal";56,49;NA
17;7,5;6,3;31;500;52;"Normal";61,51;NA
17;7,5;6,3;31;500;53;"Normal";57,11;NA
17;7,5;6,3;31;500;54;"Normal";56,8;NA
17;7,5;6,3;31;500;55;"Normal";44,2;NA
17;7,5;6,3;31;500;56;"Normal";45,21;24,1
17;7,5;6,3;31;500;57;"Normal";58,5;NA
17;7,5;6,3;31;500;58;"Normal";56,8;26
17;7,5;6,3;31;500;59;"Bifurcada";59;NA
17;7,5;6,3;31;500;60;"Normal";54,19;26,4
18;37,83;6,3;32;500;1;"Normal";44,48;23,6
18;37,83;6,3;32;500;2;"Normal";51,8;26
18;37,83;6,3;32;500;3;"Normal";48,69;24,6
18;37,83;6,3;32;500;4;"Normal";49,7;NA
18;37,83;6,3;32;500;5;"Normal";45,58;NA
18;37,83;6,3;32;500;6;"Normal";51,8;NA
18;37,83;6,3;32;500;7;"Normal";54,29;NA
18;37,83;6,3;32;500;8;"Normal";54;NA
18;37,83;6,3;32;500;9;"Normal";42,29;NA
18;37,83;6,3;32;500;10;"Normal";50,49;NA
18;37,83;6,3;32;500;11;"Normal";45,71;NA
18;37,83;6,3;32;500;12;"Normal";52,21;26
18;37,83;6,3;32;500;13;"Normal";53,5;NA
18;37,83;6,3;32;500;14;"Dominante";55,61;26
18;37,83;6,3;32;500;15;"Normal";46,81;NA
18;37,83;6,3;32;500;16;"Normal";45,49;NA
18;37,83;6,3;32;500;17;"Normal";35;NA
18;37,83;6,3;32;500;18;"Falha";0;NA
18;37,83;6,3;32;500;19;"Normal";51,21;NA
18;37,83;6,3;32;500;20;"Normal";45,8;NA
18;37,83;6,3;32;500;21;"Normal";49,51;NA
18;37,83;6,3;32;500;22;"Normal";43,89;NA
18;37,83;6,3;32;500;23;"Normal";48;25
18;37,83;6,3;32;500;24;"Normal";44,8;NA
18;37,83;6,3;32;500;25;"Normal";47,41;NA
18;37,83;6,3;32;500;26;"Normal";48,69;NA
18;37,83;6,3;32;500;27;"Normal";44,89;NA
18;37,83;6,3;32;500;28;"Normal";53,91;NA
18;37,83;6,3;32;500;29;"Normal";52,21;NA
18;37,83;6,3;32;500;30;"Normal";53;NA
18;37,83;6,3;32;500;31;"Normal";50,89;NA
18;37,83;6,3;32;500;32;"Normal";53;NA
18;37,83;6,3;32;500;33;"Dominante";62,02;26,9
18;37,83;6,3;32;500;34;"Normal";51,58;25,5
18;37,83;6,3;32;500;35;"Normal";46,81;NA
18;37,83;6,3;32;500;36;"Normal";39,99;NA
18;37,83;6,3;32;500;37;"Normal";49,01;NA
18;37,83;6,3;32;500;38;"Normal";51,4;NA
18;37,83;6,3;32;500;39;"Normal";43,51;NA
18;37,83;6,3;32;500;40;"Normal";43,51;NA
18;37,83;6,3;32;500;41;"Normal";42;NA
18;37,83;6,3;32;500;42;"Normal";52,5;NA
18;37,83;6,3;32;500;43;"Normal";45,49;NA
18;37,83;6,3;32;500;44;"Normal";42,91;NA
18;37,83;6,3;32;500;45;"Dominante";55,1;26,2
18;37,83;6,3;32;500;46;"Normal";45,3;NA
18;37,83;6,3;32;500;47;"Normal";47,41;NA
18;37,83;6,3;32;500;48;"Normal";47;NA
18;37,83;6,3;32;500;49;"Normal";45,8;NA
18;37,83;6,3;32;500;50;"Dominante";56,99;27,1
18;37,83;6,3;32;500;51;"Normal";53,5;NA
18;37,83;6,3;32;500;52;"Normal";51,4;NA
18;37,83;6,3;32;500;53;"Normal";42,69;NA
18;37,83;6,3;32;500;54;"Normal";46,81;NA
18;37,83;6,3;32;500;55;"Normal";51,49;NA
18;37,83;6,3;32;500;56;"Normal";45,58;24,2
18;37,83;6,3;32;500;57;"Normal";49,01;NA
18;37,83;6,3;32;500;58;"Dominante";54,29;26,6
18;37,83;6,3;32;500;59;"Normal";50,2;25,3
18;37,83;6,3;32;500;60;"Falha";0;NA
19;11,44;6,3;33;500;1;"Normal";49,2;NA
19;11,44;6,3;33;500;2;"Normal";21,61;NA
19;11,44;6,3;33;500;3;"Normal";53,41;NA
19;11,44;6,3;33;500;4;"Dominante";56,3;27,9
19;11,44;6,3;33;500;5;"Normal";34,21;NA
19;11,44;6,3;33;500;6;"Normal";49,89;NA
19;11,44;6,3;33;500;7;"Normal";46,31;NA
19;11,44;6,3;33;500;8;"Normal";41,5;NA
19;11,44;6,3;33;500;9;"Normal";50,01;NA
19;11,44;6,3;33;500;10;"Normal";43,51;NA
19;11,44;6,3;33;500;11;"Normal";12,19;NA
19;11,44;6,3;33;500;12;"Normal";40,09;NA
19;11,44;6,3;33;500;13;"Normal";42,1;NA
19;11,44;6,3;33;500;14;"Normal";49,29;NA
19;11,44;6,3;33;500;15;"Normal";48,41;NA
19;11,44;6,3;33;500;16;"Normal";50,49;NA
19;11,44;6,3;33;500;17;"Normal";29,91;NA
19;11,44;6,3;33;500;18;"Normal";46,9;NA
19;11,44;6,3;33;500;19;"Normal";48,91;NA
19;11,44;6,3;33;500;20;"Normal";44,3;NA
19;11,44;6,3;33;500;21;"Dominante";55,01;27,8
19;11,44;6,3;33;500;22;"Normal";45,49;NA
19;11,44;6,3;33;500;23;"Normal";45,4;NA
19;11,44;6,3;33;500;24;"Normal";53,09;NA
19;11,44;6,3;33;500;25;"Normal";38,8;NA
19;11,44;6,3;33;500;26;"Normal";38,01;24,9
19;11,44;6,3;33;500;27;"Normal";36,1;21,2
19;11,44;6,3;33;500;28;"Dominante";54,79;26,7
19;11,44;6,3;33;500;29;"Normal";47;26,9
19;11,44;6,3;33;500;30;"Normal";47,09;26,8
19;11,44;6,3;33;500;31;"Normal";47,91;26,6
19;11,44;6,3;33;500;32;"Normal";44,3;25,6
19;11,44;6,3;33;500;33;"Normal";45,49;26,4
19;11,44;6,3;33;500;34;"Normal";43,7;NA
19;11,44;6,3;33;500;35;"Normal";39,4;23,8
19;11,44;6,3;33;500;36;"Normal";48,79;25,9
19;11,44;6,3;33;500;37;"Normal";49,01;NA
19;11,44;6,3;33;500;38;"Normal";35,69;NA
19;11,44;6,3;33;500;39;"Normal";47,09;NA
19;11,44;6,3;33;500;40;"Normal";49,39;NA
19;11,44;6,3;33;500;41;"Normal";50,01;NA
19;11,44;6,3;33;500;42;"Normal";47,69;NA
19;11,44;6,3;33;500;43;"Normal";45,49;NA
19;11,44;6,3;33;500;44;"Normal";48,6;NA
19;11,44;6,3;33;500;45;"Normal";27,99;NA
19;11,44;6,3;33;500;46;"Normal";44,3;NA
19;11,44;6,3;33;500;47;"Normal";46,5;NA
19;11,44;6,3;33;500;48;"Dominante";55,2;26,5
19;11,44;6,3;33;500;49;"Normal";39,62;NA
19;11,44;6,3;33;500;50;"Dominante";54,92;26,7
19;11,44;6,3;33;500;51;"Normal";42,29;NA
19;11,44;6,3;33;500;52;"Normal";25,6;NA
19;11,44;6,3;33;500;53;"Normal";45,11;NA
19;11,44;6,3;33;500;54;"Normal";49,1;NA
19;11,44;6,3;33;500;55;"Normal";51,3;NA
19;11,44;6,3;33;500;56;"Normal";41,59;NA
19;11,44;6,3;33;500;57;"Normal";19,29;NA
19;11,44;6,3;33;500;58;"Normal";48,91;NA
19;11,44;6,3;33;500;59;"Normal";46,59;NA
19;11,44;6,3;33;500;60;"Normal";48,79;NA
19;11,44;6,3;33;500;61;"Normal";47,19;NA
19;11,44;6,3;33;500;62;"Normal";46,21;NA
19;11,44;6,3;33;500;63;"Normal";35,81;NA
19;11,44;6,3;33;500;64;"Normal";51,4;NA
19;11,44;6,3;33;500;65;"Normal";50,61;NA
19;11,44;6,3;33;500;66;"Normal";28,21;NA
19;11,44;6,3;33;500;67;"Normal";49,2;NA
19;11,44;6,3;33;500;68;"Normal";49,39;NA
19;11,44;6,3;33;500;69;"Normal";49,79;NA
19;11,44;6,3;33;500;70;"Normal";38,11;NA
19;11,44;6,3;33;500;71;"Normal";48,19;NA
19;11,44;6,3;33;500;72;"Normal";41,81;NA
19;11,44;6,3;33;500;73;"Normal";47,91;NA
19;11,44;6,3;33;500;74;"Normal";50,89;NA
20;20,72;6,3;34;500;1;"Dominante";55,89;27
20;20,72;6,3;34;500;2;"Normal";50,61;NA
20;20,72;6,3;34;500;3;"Normal";52,31;NA
20;20,72;6,3;34;500;4;"Normal";48,41;NA
20;20,72;6,3;34;500;5;"Normal";42,51;NA
20;20,72;6,3;34;500;6;"Normal";50,8;NA
20;20,72;6,3;34;500;7;"Normal";50,99;NA
20;20,72;6,3;34;500;8;"Normal";52,4;NA
20;20,72;6,3;34;500;9;"Normal";33,99;NA
20;20,72;6,3;34;500;10;"Normal";45,4;NA
20;20,72;6,3;34;500;11;"Normal";48,69;NA
20;20,72;6,3;34;500;12;"Normal";53,41;NA
20;20,72;6,3;34;500;13;"Normal";52,81;NA
20;20,72;6,3;34;500;14;"Normal";48,19;NA
20;20,72;6,3;34;500;15;"Normal";45,21;NA
20;20,72;6,3;34;500;16;"Normal";49,39;NA
20;20,72;6,3;34;500;17;"Normal";44,39;NA
20;20,72;6,3;34;500;18;"Normal";44,99;NA
20;20,72;6,3;34;500;19;"Dominante";59,5;26,8
20;20,72;6,3;34;500;20;"Normal";49,61;NA
20;20,72;6,3;34;500;21;"Normal";21,99;NA
20;20,72;6,3;34;500;22;"Normal";52,21;NA
20;20,72;6,3;34;500;23;"Normal";49,61;NA
20;20,72;6,3;34;500;24;"Normal";44,2;NA
20;20,72;6,3;34;500;25;"Normal";45,58;NA
20;20,72;6,3;34;500;26;"Dominante";59;27,5
20;20,72;6,3;34;500;27;"Normal";47,41;26,5
20;20,72;6,3;34;500;28;"Dominante";56,61;27,2
20;20,72;6,3;34;500;29;"Normal";32,99;20,6
20;20,72;6,3;34;500;30;"Normal";51,71;26,9
20;20,72;6,3;34;500;31;"Normal";46,4;25
20;20,72;6,3;34;500;32;"Normal";46,5;25,2
20;20,72;6,3;34;500;33;"Normal";44,99;25,3
20;20,72;6,3;34;500;34;"Normal";40,9;NA
20;20,72;6,3;34;500;35;"Normal";48,6;26,1
20;20,72;6,3;34;500;36;"Normal";48,6;26
20;20,72;6,3;34;500;37;"Normal";42,41;NA
20;20,72;6,3;34;500;38;"Normal";52,59;NA
20;20,72;6,3;34;500;39;"Normal";47,82;NA
20;20,72;6,3;34;500;40;"Normal";30,41;NA
20;20,72;6,3;34;500;41;"Normal";50,61;NA
20;20,72;6,3;34;500;42;"Normal";41,59;NA
20;20,72;6,3;34;500;43;"Normal";43,39;NA
20;20,72;6,3;34;500;44;"Normal";50,89;NA
20;20,72;6,3;34;500;45;"Falha";0;0
20;20,72;6,3;34;500;46;"Normal";44,8;NA
20;20,72;6,3;34;500;47;"Normal";54;NA
20;20,72;6,3;34;500;48;"Dominante";62,49;26,9
20;20,72;6,3;34;500;49;"Normal";44,61;NA
20;20,72;6,3;34;500;50;"Normal";47,82;NA
20;20,72;6,3;34;500;51;"Bifurcada Abaixo";30,28;NA
20;20,72;6,3;34;500;52;"Bifurcada Abaixo";36,6;NA
20;20,72;6,3;34;500;53;"Normal";49,2;NA
20;20,72;6,3;34;500;54;"Normal";47,6;NA
20;20,72;6,3;34;500;55;"Normal";49,39;NA
20;20,72;6,3;34;500;56;"Normal";46,21;NA
20;20,72;6,3;34;500;57;"Normal";45,8;NA
20;20,72;6,3;34;500;58;"Normal";43,1;NA
20;20,72;6,3;34;500;59;"Normal";52,21;NA
20;20,72;6,3;34;500;60;"Normal";51,8;NA
20;20,72;6,3;34;500;61;"Normal";51,3;NA
20;20,72;6,3;34;500;62;"Normal";49,39;NA
20;20,72;6,3;34;500;63;"Normal";48,19;NA
20;20,72;6,3;34;500;64;"Normal";53,82;NA
20;20,72;6,3;34;500;65;"Normal";49,7;NA
20;20,72;6,3;34;500;66;"Normal";50,01;NA
20;20,72;6,3;34;500;67;"Normal";50,2;NA
20;20,72;6,3;34;500;68;"Normal";51,11;NA
20;20,72;6,3;34;500;69;"Normal";40,4;NA
20;20,72;6,3;34;500;70;"Normal";53,6;NA
20;20,72;6,3;34;500;71;"Normal";53,6;NA
20;20,72;6,3;34;500;72;"Normal";52,5;NA
20;20,72;6,3;34;500;73;"Normal";52,81;NA
20;20,72;6,3;34;500;74;"Normal";42,1;NA
21;17,76;6,3;35;500;1;"Normal";42,69;NA
21;17,76;6,3;35;500;2;"Normal";41,81;NA
21;17,76;6,3;35;500;3;"Normal";45,58;NA
21;17,76;6,3;35;500;4;"Normal";25,29;NA
21;17,76;6,3;35;500;5;"Normal";37,51;NA
21;17,76;6,3;35;500;6;"Normal";43,29;NA
21;17,76;6,3;35;500;7;"Normal";45,21;NA
21;17,76;6,3;35;500;8;"Normal";42;NA
21;17,76;6,3;35;500;9;"Normal";39,99;NA
21;17,76;6,3;35;500;10;"Normal";40,09;NA
21;17,76;6,3;35;500;11;"Normal";37,79;NA
21;17,76;6,3;35;500;12;"Normal";45,8;NA
21;17,76;6,3;35;500;13;"Normal";45,21;NA
21;17,76;6,3;35;500;14;"Normal";20,99;NA
21;17,76;6,3;35;500;15;"Normal";38,2;NA
21;17,76;6,3;35;500;16;"Normal";40,21;NA
21;17,76;6,3;35;500;17;"Normal";46,59;NA
21;17,76;6,3;35;500;18;"Normal";42,41;NA
21;17,76;6,3;35;500;19;"Normal";32,8;NA
21;17,76;6,3;35;500;20;"Normal";44,01;NA
21;17,76;6,3;35;500;21;"Normal";38,39;NA
21;17,76;6,3;35;500;22;"Normal";42,79;NA
21;17,76;6,3;35;500;23;"Normal";41,41;NA
21;17,76;6,3;35;500;24;"Normal";45,21;23,1
21;17,76;6,3;35;500;25;"Normal";47,19;23,3
21;17,76;6,3;35;500;26;"Normal";45,21;22,9
21;17,76;6,3;35;500;27;"Normal";45,58;22,3
21;17,76;6,3;35;500;28;"Normal";44,61;21,8
21;17,76;6,3;35;500;29;"Normal";35,59;20,6
21;17,76;6,3;35;500;30;"Normal";45,8;22,8
21;17,76;6,3;35;500;31;"Normal";46,72;22,4
21;17,76;6,3;35;500;32;"Normal";43,79;22,5
21;17,76;6,3;35;500;33;"Normal";44,61;22,4
21;17,76;6,3;35;500;34;"Dominante";52,81;23,8
21;17,76;6,3;35;500;35;"Normal";48,51;NA
21;17,76;6,3;35;500;36;"Normal";43,51;NA
21;17,76;6,3;35;500;37;"Torta";47,6;NA
21;17,76;6,3;35;500;38;"Normal";40,31;NA
21;17,76;6,3;35;500;39;"Normal";46,5;NA
21;17,76;6,3;35;500;40;"Normal";44,61;NA
21;17,76;6,3;35;500;41;"Dominante";50,71;23,4
21;17,76;6,3;35;500;42;"Normal";47;NA
21;17,76;6,3;35;500;43;"Normal";45,58;NA
21;17,76;6,3;35;500;44;"Normal";44,99;NA
21;17,76;6,3;35;500;45;"Dominante";54,41;24
21;17,76;6,3;35;500;46;"Normal";45,8;NA
21;17,76;6,3;35;500;47;"Normal";43,01;NA
21;17,76;6,3;35;500;48;"Normal";44,99;NA
21;17,76;6,3;35;500;49;"Normal";45,21;NA
21;17,76;6,3;35;500;50;"Normal";45,4;NA
21;17,76;6,3;35;500;51;"Normal";41;NA
21;17,76;6,3;35;500;52;"Normal";40,21;NA
